"","time","year","month","day","hour","min","sec","lat","long","gpsnum"
"616","2008-08-16T07:18:11Z",2008,8,16,7,18,11,10.1767777652,124.178071339,1
"617","2008-08-16T07:18:26Z",2008,8,16,7,18,26,10.1767828781,124.178071339,1
"618","2008-08-16T07:18:41Z",2008,8,16,7,18,41,10.1767861471,124.178070584,1
"619","2008-08-16T07:18:56Z",2008,8,16,7,18,56,10.1767863985,124.178078966,1
"620","2008-08-16T07:19:11Z",2008,8,16,7,19,11,10.1767854765,124.178085923,1
"621","2008-08-16T07:19:26Z",2008,8,16,7,19,26,10.1767865662,124.17809682,1
"622","2008-08-16T07:19:41Z",2008,8,16,7,19,41,10.1767863985,124.178109225,1
"623","2008-08-16T07:19:56Z",2008,8,16,7,19,56,10.1767942775,124.17812054,1
"624","2008-08-16T07:20:11Z",2008,8,16,7,20,11,10.1767925173,124.17813085,1
"625","2008-08-16T07:20:26Z",2008,8,16,7,20,26,10.1768023241,124.178139819,1
"626","2008-08-16T07:20:41Z",2008,8,16,7,20,41,10.17680794,124.178141244,1
"627","2008-08-16T07:20:56Z",2008,8,16,7,20,56,10.17680794,124.178143172,1
"628","2008-08-16T07:21:11Z",2008,8,16,7,21,11,10.1768063474,124.178157588,1
"629","2008-08-16T07:21:26Z",2008,8,16,7,21,26,10.1768034976,124.178170497,1
"630","2008-08-16T07:21:41Z",2008,8,16,7,21,41,10.1768098678,124.178177621,1
"631","2008-08-16T07:21:56Z",2008,8,16,7,21,56,10.1768015698,124.178180471,1
"632","2008-08-16T07:22:11Z",2008,8,16,7,22,11,10.1768093649,124.178185835,1
"633","2008-08-16T07:22:26Z",2008,8,16,7,22,26,10.1768122986,124.17819405,1
"634","2008-08-16T07:22:41Z",2008,8,16,7,22,41,10.1768145617,124.178208048,1
"635","2008-08-16T07:22:56Z",2008,8,16,7,22,56,10.1768067665,124.178219195,1
"636","2008-08-16T07:23:11Z",2008,8,16,7,23,11,10.1768103708,124.178221794,1
"637","2008-08-16T07:23:26Z",2008,8,16,7,23,26,10.1768145617,124.178216849,1
"638","2008-08-16T07:23:41Z",2008,8,16,7,23,41,10.1768203452,124.178217687,1
"639","2008-08-16T07:23:56Z",2008,8,16,7,23,56,10.1768225245,124.178232187,1
"640","2008-08-16T07:24:11Z",2008,8,16,7,24,11,10.1768307388,124.178247778,1
"641","2008-08-16T07:24:26Z",2008,8,16,7,24,26,10.1768309902,124.178269152,1
"642","2008-08-16T07:24:41Z",2008,8,16,7,24,41,10.1768342592,124.17828952,1
"643","2008-08-16T07:24:56Z",2008,8,16,7,24,56,10.176839456,124.178312067,1
"644","2008-08-16T07:25:11Z",2008,8,16,7,25,11,10.1768470835,124.178328076,1
"645","2008-08-16T07:25:26Z",2008,8,16,7,25,26,10.1768494304,124.178341739,1
"646","2008-08-16T07:25:41Z",2008,8,16,7,25,41,10.1768548787,124.178350959,1
"647","2008-08-16T07:25:56Z",2008,8,16,7,25,56,10.1768574771,124.178356659,1
"648","2008-08-16T07:26:11Z",2008,8,16,7,26,11,10.176864434,124.178356491,1
"649","2008-08-16T07:26:26Z",2008,8,16,7,26,26,10.176871391,124.178358,1
"650","2008-08-16T07:26:41Z",2008,8,16,7,26,41,10.1768836286,124.178366968,1
"651","2008-08-16T07:26:56Z",2008,8,16,7,26,56,10.1768935192,124.17837644,1
"652","2008-08-16T07:27:11Z",2008,8,16,7,27,11,10.1768975426,124.178386247,1
"653","2008-08-16T07:27:26Z",2008,8,16,7,27,26,10.1768983807,124.178396389,1
"654","2008-08-16T07:27:41Z",2008,8,16,7,27,41,10.1769000571,124.178404687,1
"655","2008-08-16T07:27:56Z",2008,8,16,7,27,56,10.1768990513,124.178406028,1
"656","2008-08-16T07:28:11Z",2008,8,16,7,28,11,10.176893184,124.178399658,1
"657","2008-08-16T07:28:26Z",2008,8,16,7,28,26,10.1768993866,124.178405274,1
"658","2008-08-16T07:28:41Z",2008,8,16,7,28,41,10.1769111212,124.178414494,1
"659","2008-08-16T07:28:56Z",2008,8,16,7,28,56,10.1769179944,124.178423379,1
"660","2008-08-16T07:29:11Z",2008,8,16,7,29,11,10.1769244485,124.178444669,1
"661","2008-08-16T07:29:26Z",2008,8,16,7,29,26,10.1769361831,124.178467467,1
"662","2008-08-16T07:29:41Z",2008,8,16,7,29,41,10.1769472472,124.178484818,1
"663","2008-08-16T07:29:56Z",2008,8,16,7,29,56,10.1769545395,124.178499989,1
"664","2008-08-16T07:30:11Z",2008,8,16,7,30,11,10.1769607421,124.178511892,1
"665","2008-08-16T07:30:26Z",2008,8,16,7,30,26,10.1769684535,124.178527147,1
"666","2008-08-16T07:30:41Z",2008,8,16,7,30,41,10.176993683,124.178550364,1
"667","2008-08-16T07:30:56Z",2008,8,16,7,30,56,10.1770241931,124.17856168,1
"668","2008-08-16T07:31:11Z",2008,8,16,7,31,11,10.1770479977,124.178569643,1
"669","2008-08-16T07:31:26Z",2008,8,16,7,31,26,10.1770532783,124.178574169,1
"670","2008-08-16T07:31:41Z",2008,8,16,7,31,41,10.1770593971,124.178577438,1
"671","2008-08-16T07:31:56Z",2008,8,16,7,31,56,10.1770630851,124.178586239,1
"672","2008-08-16T07:32:11Z",2008,8,16,7,32,11,10.177071467,124.178583724,1
"673","2008-08-16T07:32:26Z",2008,8,16,7,32,26,10.1770834532,124.178584395,1
"674","2008-08-16T07:32:41Z",2008,8,16,7,32,41,10.1770806871,124.1785766,1
"675","2008-08-16T07:32:56Z",2008,8,16,7,32,56,10.1770824473,124.178585988,1
"676","2008-08-16T07:33:11Z",2008,8,16,7,33,11,10.1770951878,124.178591687,1
"677","2008-08-16T07:33:26Z",2008,8,16,7,33,26,10.1771148853,124.178607278,1
"678","2008-08-16T07:33:41Z",2008,8,16,7,33,41,10.1771309786,124.17862488,1
"679","2008-08-16T07:33:56Z",2008,8,16,7,33,56,10.1771452278,124.178640135,1
"680","2008-08-16T07:34:11Z",2008,8,16,7,34,11,10.1771610696,124.178649858,1
"681","2008-08-16T07:34:26Z",2008,8,16,7,34,26,10.1771751512,124.178667376,1
"682","2008-08-16T07:34:41Z",2008,8,16,7,34,41,10.1771883946,124.178675087,1
"683","2008-08-16T07:34:56Z",2008,8,16,7,34,56,10.1772040688,124.178688163,1
"684","2008-08-16T07:35:11Z",2008,8,16,7,35,11,10.1772212517,124.178710794,1
"685","2008-08-16T07:35:26Z",2008,8,16,7,35,26,10.1772361714,124.178732671,1
"686","2008-08-16T07:35:41Z",2008,8,16,7,35,41,10.1772575453,124.178752787,1
"687","2008-08-16T07:35:56Z",2008,8,16,7,35,56,10.1772801764,124.178773072,1
"688","2008-08-16T07:36:11Z",2008,8,16,7,36,11,10.1772976946,124.17878137,1
"689","2008-08-16T07:36:26Z",2008,8,16,7,36,26,10.1773121953,124.178791763,1
"690","2008-08-16T07:36:41Z",2008,8,16,7,36,41,10.1773296297,124.17880794,1
"691","2008-08-16T07:36:56Z",2008,8,16,7,36,56,10.1773466449,124.17882219,1
"692","2008-08-16T07:37:11Z",2008,8,16,7,37,11,10.1773644984,124.178842977,1
"693","2008-08-16T07:37:26Z",2008,8,16,7,37,26,10.1773819327,124.178864267,1
"694","2008-08-16T07:37:41Z",2008,8,16,7,37,41,10.1773979422,124.178884467,1
"695","2008-08-16T07:37:56Z",2008,8,16,7,37,56,10.1774162985,124.178910619,1
"696","2008-08-16T07:38:11Z",2008,8,16,7,38,11,10.1774328947,124.178930484,1
"697","2008-08-16T07:38:26Z",2008,8,16,7,38,26,10.1774503291,124.178956049,1
"698","2008-08-16T07:38:41Z",2008,8,16,7,38,41,10.1774543524,124.17897189,1
"699","2008-08-16T07:38:56Z",2008,8,16,7,38,56,10.1774511673,124.178986726,1
"700","2008-08-16T07:39:11Z",2008,8,16,7,39,11,10.1774582919,124.178997874,1
"701","2008-08-16T07:39:26Z",2008,8,16,7,39,26,10.1774649974,124.179005083,1
"702","2008-08-16T07:39:41Z",2008,8,16,7,39,41,10.1774893887,124.17903224,1
"703","2008-08-16T07:39:56Z",2008,8,16,7,39,56,10.1775050629,124.179048249,1
"704","2008-08-16T07:40:11Z",2008,8,16,7,40,11,10.1775166299,124.179055374,1
"705","2008-08-16T07:40:26Z",2008,8,16,7,40,26,10.1775296219,124.179062918,1
"706","2008-08-16T07:40:41Z",2008,8,16,7,40,41,10.1775392611,124.179074233,1
"707","2008-08-16T07:40:56Z",2008,8,16,7,40,56,10.1775526721,124.179085549,1
"708","2008-08-16T07:41:11Z",2008,8,16,7,41,11,10.1775725372,124.17911212,1
"709","2008-08-16T07:41:26Z",2008,8,16,7,41,26,10.1775838528,124.179137852,1
"710","2008-08-16T07:41:41Z",2008,8,16,7,41,41,10.1775937434,124.17916283,1
"711","2008-08-16T07:41:56Z",2008,8,16,7,41,56,10.1776023768,124.179179342,1
"712","2008-08-16T07:42:11Z",2008,8,16,7,42,11,10.1776120998,124.179202393,1
"713","2008-08-16T07:42:26Z",2008,8,16,7,42,26,10.1776231639,124.17921463,1
"714","2008-08-16T07:42:41Z",2008,8,16,7,42,41,10.177636072,124.17921924,1
"715","2008-08-16T07:42:56Z",2008,8,16,7,42,56,10.1776488964,124.179225778,1
"716","2008-08-16T07:43:11Z",2008,8,16,7,43,11,10.1776593737,124.179234747,1
"717","2008-08-16T07:43:26Z",2008,8,16,7,43,26,10.1776660793,124.17924799,1
"718","2008-08-16T07:43:41Z",2008,8,16,7,43,41,10.1776760537,124.179270957,1
"719","2008-08-16T07:43:56Z",2008,8,16,7,43,56,10.1776850224,124.179300629,1
"720","2008-08-16T07:44:11Z",2008,8,16,7,44,11,10.1776969247,124.179327535,1
"721","2008-08-16T07:44:26Z",2008,8,16,7,44,26,10.1777070668,124.179343376,1
"722","2008-08-16T07:44:41Z",2008,8,16,7,44,41,10.1777149457,124.17935662,1
"723","2008-08-16T07:44:56Z",2008,8,16,7,44,56,10.1777196396,124.179379418,1
"724","2008-08-16T07:45:11Z",2008,8,16,7,45,11,10.1777272671,124.179410934,1
"725","2008-08-16T07:45:26Z",2008,8,16,7,45,26,10.1777366549,124.179437673,1
"726","2008-08-16T07:45:41Z",2008,8,16,7,45,41,10.1777420193,124.179455023,1
"727","2008-08-16T07:45:56Z",2008,8,16,7,45,56,10.1777471323,124.179472541,1
"728","2008-08-16T07:46:11Z",2008,8,16,7,46,11,10.1777506527,124.179499699,1
"729","2008-08-16T07:46:26Z",2008,8,16,7,46,26,10.177759286,124.179527694,1
"730","2008-08-16T07:46:41Z",2008,8,16,7,46,41,10.1777637284,124.179552253,1
"731","2008-08-16T07:46:56Z",2008,8,16,7,46,56,10.1777705178,124.179580752,1
"732","2008-08-16T07:47:11Z",2008,8,16,7,47,11,10.1777830906,124.17960925,1
"733","2008-08-16T07:47:26Z",2008,8,16,7,47,26,10.177797256,124.179622326,1
"734","2008-08-16T07:47:41Z",2008,8,16,7,47,41,10.1778068952,124.179642191,1
"735","2008-08-16T07:47:56Z",2008,8,16,7,47,56,10.1778126787,124.17967069,1
"736","2008-08-16T07:48:11Z",2008,8,16,7,48,11,10.1778178755,124.179693237,1
"737","2008-08-16T07:48:26Z",2008,8,16,7,48,26,10.1778266765,124.179722238,1
"738","2008-08-16T07:48:41Z",2008,8,16,7,48,41,10.1778373215,124.179752162,1
"739","2008-08-16T07:48:56Z",2008,8,16,7,48,56,10.177842686,124.179779319,1
"740","2008-08-16T07:49:11Z",2008,8,16,7,49,11,10.1778503973,124.179807063,1
"741","2008-08-16T07:49:26Z",2008,8,16,7,49,26,10.1778623834,124.179842351,1
"742","2008-08-16T07:49:41Z",2008,8,16,7,49,41,10.1778740343,124.179873951,1
"743","2008-08-16T07:49:56Z",2008,8,16,7,49,56,10.177883422,124.179882668,1
"744","2008-08-16T07:50:11Z",2008,8,16,7,50,11,10.1778926421,124.179886356,1
"745","2008-08-16T07:50:26Z",2008,8,16,7,50,26,10.1778942347,124.179892475,1
"746","2008-08-16T07:50:41Z",2008,8,16,7,50,41,10.1779025327,124.179895325,1
"747","2008-08-16T07:50:56Z",2008,8,16,7,50,56,10.1778990962,124.179900438,1
"748","2008-08-16T07:51:11Z",2008,8,16,7,51,11,10.1778934803,124.179908065,1
"749","2008-08-16T07:51:26Z",2008,8,16,7,51,26,10.1778898761,124.179906137,1
"750","2008-08-16T07:51:41Z",2008,8,16,7,51,41,10.17789918,124.179916447,1
"751","2008-08-16T07:51:56Z",2008,8,16,7,51,56,10.1779023651,124.179926421,1
"752","2008-08-16T07:52:11Z",2008,8,16,7,52,11,10.1778984256,124.179914938,1
"753","2008-08-16T07:52:26Z",2008,8,16,7,52,26,10.1779085677,124.179917788,1
"754","2008-08-16T07:52:41Z",2008,8,16,7,52,41,10.1779172849,124.179934552,1
"755","2008-08-16T07:52:56Z",2008,8,16,7,52,56,10.1779229846,124.179961793,1
"756","2008-08-16T07:53:11Z",2008,8,16,7,53,11,10.1779367309,124.179983754,1
"757","2008-08-16T07:53:26Z",2008,8,16,7,53,26,10.1779427659,124.180017784,1
"758","2008-08-16T07:53:41Z",2008,8,16,7,53,41,10.1779600326,124.180029435,1
"759","2008-08-16T07:53:56Z",2008,8,16,7,53,56,10.1779646426,124.180047121,1
"760","2008-08-16T07:54:11Z",2008,8,16,7,54,11,10.17795844,124.180061957,1
"761","2008-08-16T07:54:26Z",2008,8,16,7,54,26,10.1779471245,124.180070087,1
"762","2008-08-16T07:54:41Z",2008,8,16,7,54,41,10.177942263,124.180072853,1
"763","2008-08-16T07:54:56Z",2008,8,16,7,54,56,10.1779378206,124.180076541,1
"764","2008-08-16T07:55:11Z",2008,8,16,7,55,11,10.1779330429,124.180068662,1
"765","2008-08-16T07:55:26Z",2008,8,16,7,55,26,10.177932959,124.180075368,1
"766","2008-08-16T07:55:41Z",2008,8,16,7,55,41,10.1779354736,124.180082576,1
"767","2008-08-16T07:55:56Z",2008,8,16,7,55,56,10.1779442746,124.1800809,1
"768","2008-08-16T07:56:11Z",2008,8,16,7,56,11,10.1779445261,124.180078972,1
"769","2008-08-16T07:56:26Z",2008,8,16,7,56,26,10.1779433526,124.180082241,1
"770","2008-08-16T07:56:41Z",2008,8,16,7,56,41,10.1779399998,124.180080732,1
"771","2008-08-16T07:56:56Z",2008,8,16,7,56,56,10.1779384911,124.180080649,1
"772","2008-08-16T07:57:11Z",2008,8,16,7,57,11,10.1779358927,124.180084756,1
"773","2008-08-16T07:57:26Z",2008,8,16,7,57,26,10.1779356413,124.180088695,1
"774","2008-08-16T07:57:41Z",2008,8,16,7,57,41,10.1779369824,124.180088444,1
"775","2008-08-16T07:57:56Z",2008,8,16,7,57,56,10.1779304445,124.180089282,1
"776","2008-08-16T07:58:11Z",2008,8,16,7,58,11,10.1778989285,124.18006137,1
"777","2008-08-16T07:58:26Z",2008,8,16,7,58,26,10.1778714359,124.180035554,1
"778","2008-08-16T07:58:41Z",2008,8,16,7,58,41,10.1778657362,124.18001988,1
"779","2008-08-16T07:58:56Z",2008,8,16,7,58,56,10.1778669935,124.180011498,1
"780","2008-08-16T07:59:11Z",2008,8,16,7,59,11,10.1778671611,124.180008061,1
"781","2008-08-16T07:59:26Z",2008,8,16,7,59,26,10.1778609585,124.179975288,1
"782","2008-08-16T07:59:41Z",2008,8,16,7,59,41,10.1778458711,124.17993824,1
"783","2008-08-16T07:59:56Z",2008,8,16,7,59,56,10.1778252516,124.179898929,1
"784","2008-08-16T08:00:11Z",2008,8,16,8,0,11,10.1778096613,124.179854253,1
"785","2008-08-16T08:00:26Z",2008,8,16,8,0,26,10.177792646,124.17981578,1
"786","2008-08-16T08:00:41Z",2008,8,16,8,0,41,10.1777795702,124.179786528,1
"787","2008-08-16T08:00:56Z",2008,8,16,8,0,56,10.1777665783,124.179749647,1
"788","2008-08-16T08:01:11Z",2008,8,16,8,1,11,10.1777534187,124.179708827,1
"789","2008-08-16T08:01:26Z",2008,8,16,8,1,26,10.1777417678,124.179673037,1
"790","2008-08-16T08:01:41Z",2008,8,16,8,1,41,10.1777303685,124.179633223,1
"791","2008-08-16T08:01:56Z",2008,8,16,8,1,56,10.1777206454,124.179594917,1
"792","2008-08-16T08:02:11Z",2008,8,16,8,2,11,10.1777069829,124.179553259,1
"793","2008-08-16T08:02:26Z",2008,8,16,8,2,26,10.1776918955,124.179508835,1
"794","2008-08-16T08:02:41Z",2008,8,16,8,2,41,10.1776767243,124.179471619,1
"795","2008-08-16T08:02:56Z",2008,8,16,8,2,56,10.1776634809,124.179445049,1
"796","2008-08-16T08:03:11Z",2008,8,16,8,3,11,10.1776513271,124.179407163,1
"797","2008-08-16T08:03:26Z",2008,8,16,8,3,26,10.1776358206,124.17937615,1
"798","2008-08-16T08:03:41Z",2008,8,16,8,3,41,10.1776337251,124.179376988,1
"799","2008-08-16T08:03:56Z",2008,8,16,8,3,56,10.1776334736,124.179381849,1
"800","2008-08-16T08:04:11Z",2008,8,16,8,4,11,10.1776288636,124.17938713,1
"801","2008-08-16T08:04:26Z",2008,8,16,8,4,26,10.1776260976,124.179372881,1
"802","2008-08-16T08:04:41Z",2008,8,16,8,4,41,10.1776142791,124.17933885,1
"803","2008-08-16T08:04:56Z",2008,8,16,8,4,56,10.1776088309,124.179314123,1
"804","2008-08-16T08:05:11Z",2008,8,16,8,5,11,10.1775974315,124.179302221,1
"805","2008-08-16T08:05:26Z",2008,8,16,8,5,26,10.1775701903,124.179276321,1
"806","2008-08-16T08:05:41Z",2008,8,16,8,5,41,10.1775455475,124.179241536,1
"807","2008-08-16T08:05:56Z",2008,8,16,8,5,56,10.1775303762,124.179192837,1
"808","2008-08-16T08:06:11Z",2008,8,16,8,6,11,10.1775198989,124.179137852,1
"809","2008-08-16T08:06:26Z",2008,8,16,8,6,26,10.1774814259,124.179097787,1
"810","2008-08-16T08:06:41Z",2008,8,16,8,6,41,10.1774362475,124.179061074,1
"811","2008-08-16T08:06:56Z",2008,8,16,8,6,56,10.1774073299,124.179009693,1
"812","2008-08-16T08:07:11Z",2008,8,16,8,7,11,10.1773686893,124.178972142,1
"813","2008-08-16T08:07:26Z",2008,8,16,8,7,26,10.1773395203,124.17894356,1
"814","2008-08-16T08:07:41Z",2008,8,16,8,7,41,10.1773166377,124.178902823,1
"815","2008-08-16T08:07:56Z",2008,8,16,8,7,56,10.1772885583,124.178857142,1
"816","2008-08-16T08:08:11Z",2008,8,16,8,8,11,10.1772564556,124.178816155,1
"817","2008-08-16T08:08:26Z",2008,8,16,8,8,26,10.1772301365,124.178788494,1
"818","2008-08-16T08:08:41Z",2008,8,16,8,8,41,10.177206248,124.178754883,1
"819","2008-08-16T08:08:56Z",2008,8,16,8,8,56,10.1771593932,124.178725127,1
"820","2008-08-16T08:09:11Z",2008,8,16,8,9,11,10.177116897,124.178691097,1
"821","2008-08-16T08:09:26Z",2008,8,16,8,9,26,10.1770758256,124.178655222,1
"822","2008-08-16T08:09:41Z",2008,8,16,8,9,41,10.1770400349,124.178617252,1
"823","2008-08-16T08:09:56Z",2008,8,16,8,9,56,10.1770056691,124.178572576,1
"824","2008-08-16T08:10:11Z",2008,8,16,8,10,11,10.1769607421,124.178545335,1
"825","2008-08-16T08:10:26Z",2008,8,16,8,10,26,10.1769138873,124.178515663,1
"826","2008-08-16T08:10:41Z",2008,8,16,8,10,41,10.1768743247,124.17847476,1
"827","2008-08-16T08:10:56Z",2008,8,16,8,10,56,10.1768454909,124.178433018,1
"828","2008-08-16T08:11:11Z",2008,8,16,8,11,11,10.1768095326,124.178399155,1
"829","2008-08-16T08:11:26Z",2008,8,16,8,11,26,10.1767874882,124.178361772,1
"830","2008-08-16T08:11:41Z",2008,8,16,8,11,41,10.1767627615,124.178311732,1
"831","2008-08-16T08:11:56Z",2008,8,16,8,11,56,10.1767388731,124.178265547,1
"832","2008-08-16T08:12:11Z",2008,8,16,8,12,11,10.1767249592,124.178216346,1
"833","2008-08-16T08:12:26Z",2008,8,16,8,12,26,10.176724121,124.178184662,1
"834","2008-08-16T08:12:41Z",2008,8,16,8,12,41,10.1767292339,124.178178795,1
"835","2008-08-16T08:12:56Z",2008,8,16,8,12,56,10.176716242,124.178141663,1
"836","2008-08-16T08:13:11Z",2008,8,16,8,13,11,10.1766890846,124.178106543,1
"837","2008-08-16T08:13:26Z",2008,8,16,8,13,26,10.1766784396,124.178055581,1
"838","2008-08-16T08:13:41Z",2008,8,16,8,13,41,10.176663436,124.178003864,1
"839","2008-08-16T08:13:56Z",2008,8,16,8,13,56,10.1766360272,124.17795592,1
"840","2008-08-16T08:14:11Z",2008,8,16,8,14,11,10.1766272262,124.177905377,1
"841","2008-08-16T08:14:26Z",2008,8,16,8,14,26,10.1766140666,124.177850727,1
"842","2008-08-16T08:14:41Z",2008,8,16,8,14,41,10.1765947882,124.177803453,1
"843","2008-08-16T08:14:56Z",2008,8,16,8,14,56,10.1765691396,124.177754084,1
"844","2008-08-16T08:15:11Z",2008,8,16,8,15,11,10.1765364502,124.177715192,1
"845","2008-08-16T08:15:26Z",2008,8,16,8,15,26,10.1765056886,124.177675797,1
"846","2008-08-16T08:15:41Z",2008,8,16,8,15,41,10.1764834765,124.177637072,1
"847","2008-08-16T08:15:56Z",2008,8,16,8,15,56,10.1764550619,124.177594995,1
"848","2008-08-16T08:16:11Z",2008,8,16,8,16,11,10.1764243841,124.177551577,1
"849","2008-08-16T08:16:26Z",2008,8,16,8,16,26,10.1763915271,124.177518552,1
"850","2008-08-16T08:16:41Z",2008,8,16,8,16,41,10.1763484441,124.177491395,1
"851","2008-08-16T08:16:56Z",2008,8,16,8,16,56,10.1763071213,124.177460885,1
"852","2008-08-16T08:17:11Z",2008,8,16,8,17,11,10.1762740966,124.177425765,1
"853","2008-08-16T08:17:26Z",2008,8,16,8,17,26,10.1762617752,124.177401122,1
"854","2008-08-16T08:17:41Z",2008,8,16,8,17,41,10.1762118191,124.177390058,1
"855","2008-08-16T08:17:56Z",2008,8,16,8,17,56,10.1761753578,124.177390141,1
"856","2008-08-16T08:18:11Z",2008,8,16,8,18,11,10.176138645,124.177386453,1
"857","2008-08-16T08:18:26Z",2008,8,16,8,18,26,10.1761237253,124.17737606,1
"858","2008-08-16T08:18:41Z",2008,8,16,8,18,41,10.1761097275,124.177358458,1
"859","2008-08-16T08:18:56Z",2008,8,16,8,18,56,10.1761042792,124.177331887,1
"860","2008-08-16T08:19:11Z",2008,8,16,8,19,11,10.1761028543,124.177293917,1
"861","2008-08-16T08:19:26Z",2008,8,16,8,19,26,10.1760992501,124.177268771,1
"862","2008-08-16T08:19:41Z",2008,8,16,8,19,41,10.1760782953,124.177223258,1
"863","2008-08-16T08:19:56Z",2008,8,16,8,19,56,10.1760651357,124.177178666,1
"864","2008-08-16T08:20:11Z",2008,8,16,8,20,11,10.1760242321,124.177160058,1
"865","2008-08-16T08:20:26Z",2008,8,16,8,20,26,10.1759974938,124.177147988,1
"866","2008-08-16T08:20:41Z",2008,8,16,8,20,41,10.1759868488,124.177107085,1
"867","2008-08-16T08:20:56Z",2008,8,16,8,20,56,10.1759829931,124.177070623,1
"868","2008-08-16T08:21:11Z",2008,8,16,8,21,11,10.1759441849,124.177044639,1
"869","2008-08-16T08:21:26Z",2008,8,16,8,21,26,10.1759400778,124.177040029,1
"870","2008-08-16T08:21:41Z",2008,8,16,8,21,41,10.1759135909,124.177036425,1
"871","2008-08-16T08:21:56Z",2008,8,16,8,21,56,10.175908478,124.177036844,1
"872","2008-08-16T08:22:11Z",2008,8,16,8,22,11,10.1758814882,124.177027876,1
"873","2008-08-16T08:22:26Z",2008,8,16,8,22,26,10.1758396626,124.177021673,1
"874","2008-08-16T08:22:41Z",2008,8,16,8,22,41,10.1757927239,124.177012872,1
"875","2008-08-16T08:22:56Z",2008,8,16,8,22,56,10.1757360622,124.177006083,1
"876","2008-08-16T08:23:11Z",2008,8,16,8,23,11,10.1756970864,124.177008681,1
"877","2008-08-16T08:23:26Z",2008,8,16,8,23,26,10.1756669953,124.17701547,1
"878","2008-08-16T08:23:41Z",2008,8,16,8,23,41,10.1756681688,124.177027959,1
"879","2008-08-16T08:23:56Z",2008,8,16,8,23,56,10.1756674983,124.177020332,1
"880","2008-08-16T08:24:11Z",2008,8,16,8,24,11,10.1756646484,124.177015051,1
"881","2008-08-16T08:24:26Z",2008,8,16,8,24,26,10.1756499801,124.177020835,1
"882","2008-08-16T08:24:41Z",2008,8,16,8,24,41,10.1755836792,124.177022846,1
"883","2008-08-16T08:24:56Z",2008,8,16,8,24,56,10.1754979324,124.177023685,1
"884","2008-08-16T08:25:11Z",2008,8,16,8,25,11,10.1754195616,124.17701832,1
"885","2008-08-16T08:25:26Z",2008,8,16,8,25,26,10.1753674261,124.177016057,1
"886","2008-08-16T08:25:41Z",2008,8,16,8,25,41,10.1752903964,124.177017231,1
"887","2008-08-16T08:25:56Z",2008,8,16,8,25,56,10.1752172224,124.177029468,1
"888","2008-08-16T08:26:11Z",2008,8,16,8,26,11,10.1751382649,124.177029133,1
"889","2008-08-16T08:26:26Z",2008,8,16,8,26,26,10.1750353351,124.177038521,1
"890","2008-08-16T08:26:41Z",2008,8,16,8,26,41,10.1749904919,124.177040784,1
"891","2008-08-16T08:26:56Z",2008,8,16,8,26,56,10.1749375183,124.177038185,1
"892","2008-08-16T08:27:11Z",2008,8,16,8,27,11,10.1748546213,124.177036425,1
"893","2008-08-16T08:27:26Z",2008,8,16,8,27,26,10.1747426391,124.177046735,1
"894","2008-08-16T08:27:41Z",2008,8,16,8,27,41,10.1746288966,124.177068193,1
"895","2008-08-16T08:27:56Z",2008,8,16,8,27,56,10.1744995639,124.177089231,1
"896","2008-08-16T08:28:11Z",2008,8,16,8,28,11,10.1743636932,124.177116053,1
"897","2008-08-16T08:28:26Z",2008,8,16,8,28,26,10.1742281578,124.177160561,1
"898","2008-08-16T08:28:41Z",2008,8,16,8,28,41,10.1741057821,124.177210769,1
"899","2008-08-16T08:28:56Z",2008,8,16,8,28,56,10.1739745215,124.177254438,1
"900","2008-08-16T08:29:11Z",2008,8,16,8,29,11,10.173867736,124.177306658,1
"901","2008-08-16T08:29:26Z",2008,8,16,8,29,26,10.1737369783,124.177366588,1
"902","2008-08-16T08:29:41Z",2008,8,16,8,29,41,10.1736435201,124.177420652,1
"903","2008-08-16T08:29:56Z",2008,8,16,8,29,56,10.1735167857,124.177491143,1
"904","2008-08-16T08:30:11Z",2008,8,16,8,30,11,10.1733730361,124.177559372,1
"905","2008-08-16T08:30:26Z",2008,8,16,8,30,26,10.1732712798,124.177607065,1
"906","2008-08-16T08:30:41Z",2008,8,16,8,30,41,10.1731433719,124.177696332,1
"907","2008-08-16T08:30:56Z",2008,8,16,8,30,56,10.1730167214,124.177762549,1
"908","2008-08-16T08:31:11Z",2008,8,16,8,31,11,10.172857549,124.177739164,1
"909","2008-08-16T08:31:26Z",2008,8,16,8,31,26,10.1727534458,124.177651657,1
"910","2008-08-16T08:31:41Z",2008,8,16,8,31,41,10.1726678666,124.177531125,1
"911","2008-08-16T08:31:56Z",2008,8,16,8,31,56,10.1726366859,124.177501537,1
"912","2008-08-16T08:32:11Z",2008,8,16,8,32,11,10.1726390328,124.177493574,1
"913","2008-08-16T08:32:26Z",2008,8,16,8,32,26,10.1726544555,124.177468177,1
"914","2008-08-16T08:32:41Z",2008,8,16,8,32,41,10.1726223528,124.177449318,1
"915","2008-08-16T08:32:56Z",2008,8,16,8,32,56,10.1726425532,124.177394668,1
"916","2008-08-16T08:33:11Z",2008,8,16,8,33,11,10.1726392843,124.177425765,1
"917","2008-08-16T08:33:26Z",2008,8,16,8,33,26,10.1726309862,124.177445797,1
"918","2008-08-16T08:33:41Z",2008,8,16,8,33,41,10.1726192515,124.177470692,1
"919","2008-08-16T08:33:56Z",2008,8,16,8,33,56,10.172625538,124.177468847,1
