Sample File	Sample Name	Run Name	Panel	Marker	Dye	Allele 1	Allele 2	Size 1	Size 2	Height 1	Height 2	Peak Area 1	Peak Area 2	Data Point 1	Data Point 2	ADO	AE	OS	SHP	OBA	SPA	SP	BIN	PHR	LPH	SPU	AN	BD	XTLK	GQ	UD1	UD2	UD3
A04_APCL309.fsa	APCL309	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_B9	B			263.18		11852		74392		4415		FALSE	FALSE	1	0	0	1	0	1	-2	0	0	0	0	0	0.0312			
D04_APCL355.fsa	APCL355	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_B9	B			270.64	337.24	1148	1266	7458	8853	4503	5377	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0312			
C03_APCL385.fsa	APCL385	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_B9	B			304.89		3146		21694		4972		FALSE	FALSE	0	0	0	1	0	1	-2	0	0	0	0	0	0.0625			
E03_APCL424.fsa	APCL424	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_B9	B			274.64	316.01	4055	5912	26152	41018	4568	5123	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0625			
G04_APCL486.fsa	APCL486	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_B9	B			263.14	293.12	4499	2906	38121	25320	4418	4831	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0625			
H03_APCL533.fsa	APCL533	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_B9	B			259.85	304.91	1604	957	10427	6821	4432	5062	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0312			
G03_APCL534.fsa	APCL534	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_B9	B			304.88		3965		27070		4998		FALSE	FALSE	0	0	0	1	0	1	-2	0	0	0	0	0	0.0625			
F04_APCL95.fsa	APCL95	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_B9	B			300.47	320.86	2906	2165	19234	14673	4915	5174	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0312			
B05_APCL108.fsa	APCL108	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			95.56	103.82	6256	5990	38270	37886	2305	2407	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0625			
E06_APCL142.fsa	APCL142	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			99.66		22927		128012		2337		FALSE	FALSE	0	0	0	1	0	1	-2	0	0	0	0	0	0.0694			
C06_APCL143.fsa	APCL143	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			95.46	99.5	32042	20722	193955	116858	2287	2335	FALSE	FALSE	1	0	0	1	0	1	0	0	0	0	0	0	0.0312			
H06_APCL219.fsa	APCL219	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			95.6	99.83	12451	13600	70435	79679	2355	2406	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0625			
F05_APCL270.fsa	APCL270	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			95.55		32499		210763		2288		FALSE	FALSE	1	0	0	1	0	1	-2	0	0	0	0	0	0.0312			
D05_APCL274.fsa	APCL274	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			95.61	99.83	27773	19116	158142	107058	2281	2331	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0625			
A05_APCL292.fsa	APCL292	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			95.24		14981		83943		2306		FALSE	FALSE	0	0	0	0	0	1	-2	0	0	0	0	0	0.1388			
B06_APCL296.fsa	APCL296	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			91.23	95.15	32213	29441	203055	167376	2259	2306	FALSE	FALSE	1	0	0	1	0	1	0	0	0	0	0	0	0.0312			
A06_APCL309.fsa	APCL309	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			95.15	99.75	30756	29237	183576	165506	2309	2364	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0625			
D06_APCL355.fsa	APCL355	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			95.1	103.71	17259	16577	98473	93479	2278	2383	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0694			
C05_APCL385.fsa	APCL385	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			95.38		20439		180082		2283		FALSE	FALSE	0	0	0	1	0	1	-2	0	0	0	0	0	0.0625			
E05_APCL424.fsa	APCL424	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			90.99	95.61	28610	26921	166775	151971	2232	2287	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0625			
G06_APCL486.fsa	APCL486	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			90.93	111.75	21878	16082	128225	95110	2265	2524	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0625			
H05_APCL533.fsa	APCL533	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			111.89	112.9	7600	11084	46177	77825	2566	2579	FALSE	FALSE	0	0	1	1	0	1	0	0	0	0	0	0	0.0156			
G05_APCL534.fsa	APCL534	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			95.67	99.92	24325	22719	141615	128660	2321	2372	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0625			
F06_APCL95.fsa	APCL95	Pinsky_AG19_020509_2009-02-05	"APR_Cf8,ACH_A7,ACH_C1,ACH_B6"	ACH_C1	G			91.17	103.69	16470	14198	93983	79102	2237	2389	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0625			
B01_APCL108.fsa	APCL108	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			321.62	325.75	10435	7809	73395	55509	5209	5262	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0625			
E02_APCL142.fsa	APCL142	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			308.9	312.95	638	2521	4497	17373	5087	5139	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
C02_APCL143.fsa	APCL143	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			325.44	329.67	1083	3774	7423	25521	5255	5309	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
H02_APCL219.fsa	APCL219	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			308.99	317.34	1145	12730	7882	89680	5201	5310	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
F01_APCL270.fsa	APCL270	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			309.08	313.22	3624	12055	24418	84029	5081	5134	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
D01_APCL274.fsa	APCL274	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			317.5	325.89	15722	12534	107218	87836	5217	5325	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0312			
A01_APCL292.fsa	APCL292	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			325.9	334.35	7297	5964	49610	42397	5281	5390	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0625			
B02_APCL296.fsa	APCL296	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			308.77	317.14	699	9737	4600	67440	5036	5143	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
A02_APCL309.fsa	APCL309	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			312.95	317.16	10909	685	73277	4266	5112	5166	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
D02_APCL355.fsa	APCL355	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			312.95	317.16	257	999	1780	6767	5151	5205	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
C01_APCL385.fsa	APCL385	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			313.16	317.38	17414	15215	118791	104374	5105	5159	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0625			
E01_APCL424.fsa	APCL424	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			317.5	325.89	12379	10644	84333	74081	5204	5312	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0312			
G02_APCL486.fsa	APCL486	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			321.41	325.58	22650	16469	154103	114841	5312	5366	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0625			
H01_APCL533.fsa	APCL533	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			317.61	321.88	9454	6871	66061	49035	5315	5371	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0625			
G01_APCL534.fsa	APCL534	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			321.76	325.99	1336	5272	9402	36973	5328	5383	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
F02_APCL95.fsa	APCL95	Pinsky_AG19_020509_2009-02-05	"NNG_013,NNG_028,ACH_A11,ACH_D1"	ACH_D1	Y			308.76	321.34	2161	2499	14348	16823	5070	5231	FALSE	FALSE	0	0	0	1	0	1	0	0	0	0	0	0	0.0312			
A10_APCL102.fsa	APCL102	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			151.99	241.39	655	616	8463	6549	3018	4138	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
D09_APCL125.fsa	APCL125	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			285.57		55		399		4713		FALSE	FALSE	0	0	0	1	0	1	-2	1	0	0	0	0	0.0312			
F10_APCL136.fsa	APCL136	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			152.01	178.32	1729	438	10528	2405	2965	3293	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
H09_APCL208.fsa	APCL208	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			152.06	163.71	1822	993	13466	6609	3076	3223	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
G09_APCL217.fsa	APCL217	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			151.99	227.93	2283	2305	16852	17946	3034	3994	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
B09_APCL218.fsa	APCL218	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			151.99	195.53	1384	3977	10917	30613	3025	3581	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
C09_APCL267.fsa	APCL267	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			152.01	201.07	2242	1561	13686	11058	3002	3626	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
E09_APCL301.fsa	APCL301	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			151.99	157.45	2773	1852	17287	10794	3003	3070	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
H10_APCL314.fsa	APCL314	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			151.98	157.39	3557	3016	21617	16973	3063	3130	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
A09_APCL318.fsa	APCL318	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			152.07	241.81	1632	1477	13080	11162	3029	4159	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
F09_APCL349.fsa	APCL349	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			152.09	226.93	1475	552	9601	3438	2982	3918	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
B10_APCL358.fsa	APCL358	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			151.99	223.07	2081	429	12260	2923	3012	3902	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
G10_APCL360.fsa	APCL360	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			151.99	176.36	1860	578	11160	3368	3022	3329	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
C10_APCL398.fsa	APCL398	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			152.01	157.27	2361	1876	14568	10370	2991	3055	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
E10_APCL427.fsa	APCL427	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			152.01	174.28	413	130	3712	1221	2988	3266	TRUE	FALSE	0	0	0	1	0	1	1	1	0	1	0	0	0			
D10_APCL494.fsa	APCL494	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	ACH_D10	B			152.01	156.37	3145	453	20354	2246	2979	3032	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
B03_APCL108.fsa	APCL108	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			115.42	232.03	143	265	963	1678	2537	3976	TRUE	FALSE	0	0	0	1	0	1	1	1	0	1	0	0	0			
E04_APCL142.fsa	APCL142	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			115.36	295.4	149	146	971	1104	2564	4842	TRUE	FALSE	0	0	0	1	0	1	1	1	0	1	0	0	0			
C04_APCL143.fsa	APCL143	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			115.27	227.65	211	322	1242	1868	2553	3935	TRUE	FALSE	0	0	0	1	0	1	1	1	0	1	0	0	0			
H04_APCL219.fsa	APCL219	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			115.4	260.18	250	130	1688	542	2608	4430	TRUE	FALSE	0	0	0	1	0	1	1	1	1	1	0	1	0			
F03_APCL270.fsa	APCL270	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			232.25	260.21	108	120	899	801	4008	4371	TRUE	FALSE	0	0	0	1	0	1	1	1	0	1	0	0	0			
D03_APCL274.fsa	APCL274	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			115.33	130.7	228	150	1540	1579	2554	2745	TRUE	FALSE	1	0	0	1	0	1	1	0	1	1	0	0	0			
A03_APCL292.fsa	APCL292	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			115.26	260.39	95	143	512	725	2569	4388	TRUE	FALSE	0	0	0	1	0	1	1	1	0	1	0	0	0			
B04_APCL296.fsa	APCL296	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			103.14	106.62	132	247	1222	2479	2388	2432	TRUE	FALSE	1	0	0	1	0	1	1	1	0	1	0	0	0			
A04_APCL309.fsa	APCL309	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			115.28	229.74	218	975	1579	5369	2570	3982	TRUE	FALSE	1	0	1	1	0	1	1	1	0	1	0	0	0			
D04_APCL355.fsa	APCL355	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			381.4	383.32	131	121	1141	997	5970	5996	FALSE	FALSE	0	0	0	0	0	1	0	0	0	0	0	0	0.1249			
C03_APCL385.fsa	APCL385	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			220.2	228.05	114	213	769	1211	3847	3944	TRUE	FALSE	0	0	0	1	0	1	1	1	0	1	0	0	0			
E03_APCL424.fsa	APCL424	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			115.29	227.94	226	589	1311	3286	2561	3953	TRUE	FALSE	0	0	0	1	0	1	1	1	1	1	0	0	0			
G04_APCL486.fsa	APCL486	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			260.08	266.05	131	95	748	639	4376	4458	TRUE	FALSE	0	0	0	1	0	1	1	1	0	1	0	0	0			
H03_APCL533.fsa	APCL533	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			284.25	316.09	126	1320	876	9038	4776	5206	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
G03_APCL534.fsa	APCL534	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			115.43	232.2	186	851	1099	5368	2567	4016	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
F04_APCL95.fsa	APCL95	Pinsky_AG19_020509_2009-02-05	"APR_Cf42,NNG_025,ACH_D8,ACH_B9"	ACH_D8	Y			234.14	289.73	83	213	513	1360	4027	4768	TRUE	FALSE	0	0	0	1	0	1	1	1	0	1	0	0	0			
B12_APCL141.fsa	APCL141	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	217	231	217.11	231.22	1119	903	8386	7128	3902	4078	FALSE	TRUE	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1			
G12_APCL142.fsa	APCL142	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	211	219	211.2	219.18	5780	4672	39415	30473	3829	3928	FALSE	TRUE	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1			
A12_APCL197.fsa	APCL197	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	211	219	211.18	219.15	15286	8327	102277	53309	3853	3952	FALSE	TRUE	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1			
D11_APCL201.fsa	APCL201	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	211	217	211.37	217.37	8187	7014	56578	46977	3782	3856	FALSE	FALSE	0	-2	-2	-2	-2	0	0	0	0	0	0	0	0.9			
F11_APCL205.fsa	APCL205	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	211	219	211.15	219.3	8929	6213	59025	40019	3812	3913	FALSE	TRUE	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1			
C11_APCL223.fsa	APCL223	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	231		231.6		18478		126006		4055		FALSE	TRUE	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1			
D12_APCL247.fsa	APCL247	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	211	231	211.06	231.15	12866	9434	83757	62236	3757	4005	FALSE	FALSE	0	-2	-2	-2	-2	0	0	0	0	0	0	0	0.9			
E12_APCL251.fsa	APCL251	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	211	213	210.81	212.85	9264	6261	58931	37160	3760	3785	FALSE	TRUE	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1			
H12_APCL252.fsa	APCL252	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	213	221	213.2	221.07	8665	4213	57545	27341	3863	3961	FALSE	TRUE	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1			
B11_APCL259.fsa	APCL259	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	213		213.17		10636		71476		3870		FALSE	TRUE	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1			
F12_APCL315.fsa	APCL315	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	209	213	208.97	213.03	4103	4328	26883	28230	3765	3815	FALSE	TRUE	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1			
C12_APCL317.fsa	APCL317	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	213	217	212.89	216.95	5218	4455	33347	28988	3801	3851	FALSE	TRUE	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1			
E11_APCL356.fsa	APCL356	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	213		213.31		16739		110199		3815		FALSE	FALSE	0	-2	-2	-2	-2	0	-2	0	0	0	0	0	0.9			
G11_APCL470.fsa	APCL470	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	213	215	213.37	215.38	6182	4399	41234	28662	3877	3902	FALSE	FALSE	0	-2	-2	-2	-2	0	0	0	0	0	0	0	0.9			
H11_APCL484.fsa	APCL484	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	213	217	213.45	217.56	11739	9662	78292	63118	3883	3934	FALSE	TRUE	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1			
A11_APCL495.fsa	APCL495	Pinsky_AG19_020509_2009-02-05	Msat53	APR_Cf29	R	207	213	207.37	213.49	6886	7647	47163	51408	3829	3905	FALSE	TRUE	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1			
A10_APCL102.fsa	APCL102	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	APR_Cf39	Y			303.29	311.58	103	151	771	995	4978	5084	FALSE	FALSE	0	0	0	0	0	1	0	0	0	0	0	0	0.0312			
D09_APCL125.fsa	APCL125	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	APR_Cf39	Y			165.44	329.99	249	2683	1535	15781	3160	5295	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
F10_APCL136.fsa	APCL136	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	APR_Cf39	Y			312.69	315.7	3324	2916	21754	17216	5019	5057	FALSE	FALSE	0	0	0	0	0	1	0	0	0	0	0	0	0.1388			
H09_APCL208.fsa	APCL208	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	APR_Cf39	Y			300.31	313.93	103	1185	1024	7262	5042	5218	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
G09_APCL217.fsa	APCL217	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	APR_Cf39	Y			165.23	317.91	190	1014	1133	6419	3200	5203	TRUE	FALSE	0	0	0	1	0	1	1	0	0	1	0	0	0			
B09_APCL218.fsa	APCL218	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	APR_Cf39	Y			280.32	297.08	105	127	981	705	4682	4917	TRUE	FALSE	0	0	0	0	0	1	1	0	0	1	0	0	0			
C09_APCL267.fsa	APCL267	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	APR_Cf39	Y			321.84	325.68	4747	2376	28355	13509	5202	5251	FALSE	FALSE	0	0	0	0	0	1	0	0	0	0	0	0	0.1388			
E09_APCL301.fsa	APCL301	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	APR_Cf39	Y			315.91	319.83	5163	3043	29734	16284	5131	5181	FALSE	FALSE	0	0	0	0	0	1	0	0	0	0	0	0	0.0347			
H10_APCL314.fsa	APCL314	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	APR_Cf39	Y			312.71	314.73	4794	4075	27176	21763	5171	5197	FALSE	FALSE	0	0	0	0	0	1	0	0	0	0	0	0	0.1388			
A09_APCL318.fsa	APCL318	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	APR_Cf39	Y			273.73	285.67	403	3216	3664	21816	4594	4762	TRUE	FALSE	0	0	0	0	0	1	1	0	0	1	0	0	0			
F09_APCL349.fsa	APCL349	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	APR_Cf39	Y			297.2	325.67	3840	1518	21253	8684	4857	5221	FALSE	FALSE	0	0	0	0	0	1	1	0	0	0	0	0	0.0347			
B10_APCL358.fsa	APCL358	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	APR_Cf39	Y			309.57	311.54	1966	1737	10889	10114	5046	5071	TRUE	FALSE	0	0	0	0	0	1	0	0	0	1	0	0	0			
G10_APCL360.fsa	APCL360	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	APR_Cf39	Y			317.83	319.86	6016	3653	35884	21030	5171	5197	FALSE	FALSE	0	0	0	0	0	1	0	0	0	0	0	0	0.1388			
C10_APCL398.fsa	APCL398	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	APR_Cf39	Y			309.6	311.49	5820	2735	33290	14569	5015	5039	FALSE	FALSE	0	0	0	0	0	1	1	0	0	0	0	0	0.0694			
E10_APCL427.fsa	APCL427	Pinsky_AG19_020509_2009-02-05	"APR_Cf39,ACH_D10"	APR_Cf39	Y			315.54	321.62	437	292	2626	1698	5087	5164	FALSE	FALSE	0	0	0	0	0	1	0	0	0	0	0	0	0.1388			
