,SurveyNum,Time,Spp,Size,ID,Notes,lat,long
24862,79,10:12,APCL,4,462,,10.95525266,124.6493755
24863,79,10:12,APCL,6,463,,10.95525266,124.6493755
24864,79,10:12,APCL,3,464,,10.95525266,124.6493755
2605,84,10:44,PRBI,11,465,,10.76495538,124.0109535
26051,84,10:44,PRBI,4,466,,10.76495538,124.0109535
2607,84,10:54,APCL,5,467,,10.76505734,124.010425
2616,84,11:21,APCL,6,468,,10.76316293,124.0093243
26161,84,11:21,APCL,4,469,,10.76316293,124.0093243
26162,84,11:21,APCL,2,470,,10.76316293,124.0093243
2618,84,11:30,APCL,6,471,,10.76273732,124.0093521
26181,84,11:30,APCL,5,472,,10.76273732,124.0093521
2622,84,11:48,APCL,4,473,,10.76192008,124.0088574
2624,84,11:55,APCL,5,474,,10.76170869,124.0086561
2623,84,11:53,APCL,8,475,,10.76175525,124.0086886
2630,85,13:23,APCL,5,476,,10.7430305,124.0104489
2631,85,14:11,APCL,6,477,,10.74241214,124.0108759
2632,85,14:19,APCL,4,478,,10.74212494,124.0111493
2635,85,14:27,APCL,9,479,,10.74196373,124.0115173
26351,85,14:27,APCL,8,480,,10.74196373,124.0115173
2636,85,14:43,APCL,7,481,,10.7408147,124.0115651
2638,85,14:54,APCL,6,482,,10.74014867,124.0118398
26381,85,14:54,APCL,3,483,,10.74014867,124.0118398
2640,86,16:16,APCL,4,484,,10.78076683,124.029668
26401,86,16:16,APCL,8,485,,10.78076683,124.029668
2641,86,16:32,APCL,7,486,,10.78070116,124.0296458
2673,87,6:18,APCL,5,487,,10.76825978,124.0137862
2693,88,10:13,APCL,10,488,,10.92526024,124.0338769
26931,88,10:13,APCL,10,489,,10.92526024,124.0338769
2694,88,10:19,APCL,9,490,,10.92519073,124.0338393
26941,88,10:19,APCL,8,491,,10.92519073,124.0338393
2695,88,10:24,APCL,10,492,,10.92501375,124.0338242
26951,88,10:24,APCL,7,493,,10.92501375,124.0338242
26952,88,10:24,APCL,6,494,,10.92501375,124.0338242
2697,88,10:40,APCL,11,495,,10.92453479,124.0342072
26971,88,10:40,APCL,9,496,,10.92453479,124.0342072
2698,88,10:46,APCL,11,497,,10.92448343,124.0341253
26981,88,10:46,APCL,10,498,,10.92448343,124.0341253
26982,88,10:46,APCL,7,499,,10.92448343,124.0341253
2699,88,10:58,APCL,10,500,See photo: may not be STHD.,10.92436811,124.0341841
26991,88,10:58,APCL,10,501,See photo: may not be STHD.,10.92436811,124.0341841
26992,88,10:58,APCL,9,502,See photo: may not be STHD.,10.92436811,124.0341841
2700,88,11:26,APCL,8,503,,10.92268834,124.0351073
27001,88,11:26,APCL,7,504,,10.92268834,124.0351073
2703,89,13:00,APCL,7,506,,10.89521872,124.0513711
2705,89,13:15,APCL,6,507,,10.89493066,124.0514552
2706,89,13:19,APCL,9,508,,10.89487768,124.0514488
2708,89,13:34,APCL,5,509,,10.89447514,124.051653
3073,93,16:22,PRBI,6,510,,10.94404587,124.032865
3075,94,11:01,APCL,8,511,,11.3474444,124.1050139
3076,94,11:02,APCL,12,512,,11.34746173,124.1050196
30761,94,11:02,APCL,12,513,,11.34746173,124.1050196
30762,94,11:02,APCL,11,514,,11.34746173,124.1050196
3079,94,11:16,APCL,12,515,,11.34753945,124.1050256
3083,94,11:22,APCL,5,516,,11.34769687,124.1050819
3084,94,11:25,APCL,10,517,,11.34782238,124.105182
3089,94,11:30,APCL,10,518,,11.34776687,124.1052771
30891,94,11:30,APCL,11,519,,11.34776687,124.1052771
3090,94,11:32,APCL,5,520,,11.34779414,124.1053006
3096,94,11:36,APCL,7,521,,11.34787509,124.1052355
3093,94,11:36,APCL,8,522,,11.34787509,124.1052355
3098,94,11:42,APCL,5,523,,11.34789782,124.1052194
30981,94,11:42,APCL,4,524,,11.34789782,124.1052194
3101,94,11:47,APCL,12,525,,11.34804103,124.1052679
3103,94,11:52,APCL,12,526,,11.34802143,124.1053318
31031,94,11:52,APCL,12,527,,11.34802143,124.1053318
3104,94,11:55,APCL,11,528,,11.34800737,124.1053363
3105,94,11:56,APCL,12,529,,11.348026,124.1053437
3106,94,11:58,APCL,12,530,,11.3480409,124.1053813
31061,94,11:58,APCL,12,531,,11.3480409,124.1053813
3252,97,9:08,APCL,9,532,,11.19209456,124.0473369
32521,97,9:08,APCL,7,533,,11.19209456,124.0473369
32522,97,9:08,APCL,10,534,,11.19209456,124.0473369
32451,97,9:19,APCL,10,535,,11.19231478,124.0473548
32452,97,9:19,APCL,9,536,,11.19231478,124.0473548
3245,97,9:19,APCL,4,537,,11.19231478,124.0473548
3253,97,9:41,APCL,11,538,,11.19316384,124.0476547
32531,97,9:41,APCL,8,539,,11.19316384,124.0476547
3257,97,10:06,APCL,6,540,,11.19370913,124.0493562
3258,97,10:09,APCL,4,541,,11.19384798,124.0493345
32581,97,10:09,APCL,6,542,,11.19384798,124.0493345
3259,97,10:18,APCL,6,543,,11.1940399,124.0492658
3250,97,10:36,APCL,8,544,,11.19566006,124.0493741
3263,98,11:14,APCL,6,545,,11.20737584,124.0609757
3264,98,11:20,APCL,8,546,,11.20742232,124.0609165
3265,98,11:27,APCL,11,547,,11.20777281,124.0611368
3267,98,11:32,APCL,8,549,,11.20781858,124.0610962
3268,98,11:35,APCL,4,550,,11.20785143,124.0611109
3276,98,11:42,APCL,6,551,,11.20815706,124.0611941
32761,98,11:42,APCL,3,552,,11.20815706,124.0611941
