Sample File	Sample Name	Panel	Marker	Dye	Allele 1	Allele 2	Size 1	Size 2	Height 1	Height 2	Peak Area 1	Peak Area 2	Data Point 1	Data Point 2	ADO	AE	OS	SHP	OBA	SPA	SP	BIN	PHR	LPH	SPU	AN	BD	XTLK	GQ	UD1	UD2	UD3	
F01_APCL242.fsa	APCL242	Msat53	AC1359	B											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F01_APCL242.fsa	APCL242	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F01_APCL242.fsa	APCL242	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F01_APCL242.fsa	APCL242	Msat53	APR_Cf29	R	212	229	212.27	229.47	166	142	1085.0	925.0	3790	4016	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
A06_APCL243.fsa	APCL243	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
A06_APCL243.fsa	APCL243	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
A06_APCL243.fsa	APCL243	Msat53	APR_Cf29	R	210	229	210.28	229.43	3309	3059	20784.0	19681.0	3693	3941	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
A06_APCL243.fsa	APCL243	Msat53	AC1359	B	241	242	240.46	242.38	8305	8300	48560.0	48304.0	4084	4109	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C06_APCL244.fsa	APCL244	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C06_APCL244.fsa	APCL244	Msat53	NNG_012	R	111		110.94		10343		66202.0		2473		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
C06_APCL244.fsa	APCL244	Msat53	APR_Cf29	R	229		229.37		2369		15611.0		3945		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C06_APCL244.fsa	APCL244	Msat53	AC1359	B	241	242	240.33	242.34	6082	5504	36130.0	32345.0	4087	4113	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
F06_APCL245.fsa	APCL245	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F06_APCL245.fsa	APCL245	Msat53	NNG_012	R	111	115	110.93	115.17	5841	4046	37079.0	25023.0	2477	2530	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F06_APCL245.fsa	APCL245	Msat53	APR_Cf29	R	210		210.33		2440		15181.0		3708		false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.81				
F06_APCL245.fsa	APCL245	Msat53	AC1359	B	242	250	242.2	249.96	6018	4063	37480.0	25218.0	4122	4223	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
A01_APCL246.fsa	APCL246	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
A01_APCL246.fsa	APCL246	Msat53	APR_Cf29	R	207	209	206.65	208.48	2301	1492	14560.0	9114.0	3669	3693	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
A01_APCL246.fsa	APCL246	Msat53	AC1359	B	241		240.51		9076		57384.0		4113		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
A01_APCL246.fsa	APCL246	Msat53	APY_65	G	250	256	249.64	255.95	8136	6434	53940.0	42214.0	4233	4316	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
E09_APCL247.fsa	APCL247	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E09_APCL247.fsa	APCL247	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E09_APCL247.fsa	APCL247	Msat53	APR_Cf29	R	210	229	210.28	229.28	174	140	1269.0	948.0	3729	3977	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E09_APCL247.fsa	APCL247	Msat53	AC1359	B	241	242	240.38	242.29	3248	2538	19907.0	15322.0	4122	4147	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
B06_APCL248.fsa	APCL248	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B06_APCL248.fsa	APCL248	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B06_APCL248.fsa	APCL248	Msat53	APR_Cf29	R	216	229	215.96	229.43	3990	4271	24165.0	27382.0	3761	3935	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B06_APCL248.fsa	APCL248	Msat53	AC1359	B	241	242	240.49	242.27	5160	3916	30867.0	22742.0	4078	4101	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
F09_APCL249.fsa	APCL249	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F09_APCL249.fsa	APCL249	Msat53	NNG_012	R	113	115	113.14	115.06	8278	6438	52746.0	42413.0	2504	2528	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F09_APCL249.fsa	APCL249	Msat53	APR_Cf29	R	210	212	210.36	212.21	2775	2093	16709.0	12650.0	3710	3734	false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81				
F09_APCL249.fsa	APCL249	Msat53	AC1359	B	241	242	240.33	242.32	8439	7438	50641.0	43701.0	4101	4127	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
F03_APCL250.fsa	APCL250	Msat53	NNG_012	R	111	115	110.99	115.23	5505	4081	34757.0	25804.0	2458	2511	false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F03_APCL250.fsa	APCL250	Msat53	APR_Cf29	R	210	212	210.46	212.23	536	354	3354.0	1995.0	3690	3713	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F03_APCL250.fsa	APCL250	Msat53	AC1359	B	241		240.49		12606		79358.0		4081		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
F03_APCL250.fsa	APCL250	Msat53	APY_65	G	256		255.91		23710		154745.0		4282		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
D11_APCL251.fsa	APCL251	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D11_APCL251.fsa	APCL251	Msat53	NNG_012	R	111	117	111.01	117.22	5972	4272	39173.0	26543.0	2509	2587	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D11_APCL251.fsa	APCL251	Msat53	APR_Cf29	R	210	212	210.24	212.15	3454	1931	20756.0	11158.0	3747	3772	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D11_APCL251.fsa	APCL251	Msat53	AC1359	B	241		240.44		11266		69402.0		4143		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
A09_APCL252.fsa	APCL252	Msat53	NNG_012	R	115		115.2		4382		29466.0		2556		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
A09_APCL252.fsa	APCL252	Msat53	APR_Cf29	R	212	220	212.23	219.64	3378	1423	21770.0	8591.0	3766	3863	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
A09_APCL252.fsa	APCL252	Msat53	AC1359	B	246		246.12		7762		49213.0		4210		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
A09_APCL252.fsa	APCL252	Msat53	APY_65	G	256		255.87		24486		156785.0		4338		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
A10_APCL253.fsa	APCL253	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
A10_APCL253.fsa	APCL253	Msat53	NNG_012	R	111		111.06		16551		109122.0		2515		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
A10_APCL253.fsa	APCL253	Msat53	APR_Cf29	R	212	216	212.13	215.94	2371	1871	14930.0	11052.0	3780	3830	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
A10_APCL253.fsa	APCL253	Msat53	AC1359	B	241		240.39		13662		87025.0		4151		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
E10_APCL254.fsa	APCL254	Msat53	NNG_012	R	111		111.02		949		6284.0		2481		false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E10_APCL254.fsa	APCL254	Msat53	APR_Cf29	R	210	229	210.31	229.39	1874	1469	12798.0	10602.0	3711	3959	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E10_APCL254.fsa	APCL254	Msat53	AC1359	B	241	242	240.37	242.29	824	676	5378.0	4231.0	4102	4127	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
E10_APCL254.fsa	APCL254	Msat53	APY_65	G	248	256	247.59	255.8	2317	1686	16305.0	12150.0	4196	4303	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
E12_APCL255.fsa	APCL255	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E12_APCL255.fsa	APCL255	Msat53	NNG_012	R	111		111.02		16242		106413.0		2502		false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E12_APCL255.fsa	APCL255	Msat53	APR_Cf29	R	212	218	212.32	217.93	1599	1400	10362.0	8661.0	3757	3830	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E12_APCL255.fsa	APCL255	Msat53	AC1359	B	242	246	242.29	246.13	2138	1700	13180.0	10406.0	4147	4197	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
G05_APCL256.fsa	APCL256	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G05_APCL256.fsa	APCL256	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G05_APCL256.fsa	APCL256	Msat53	APR_Cf29	R	210		210.35		3256		21090.0		3732		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G05_APCL256.fsa	APCL256	Msat53	AC1359	B	241		240.36		10449		64751.0		4124		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
G11_APCL257.fsa	APCL257	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G11_APCL257.fsa	APCL257	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G11_APCL257.fsa	APCL257	Msat53	APR_Cf29	R	212	214	212.44	214.32	2494	1756	15361.0	10902.0	3822	3847	false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81				
G11_APCL257.fsa	APCL257	Msat53	AC1359	B	241	244	240.52	244.28	4808	3746	30386.0	23127.0	4195	4245	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
G10_APCL258.fsa	APCL258	Msat53	APR_Cf29	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G10_APCL258.fsa	APCL258	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G10_APCL258.fsa	APCL258	Msat53	NNG_012	R	115		115.29		1126		7699.0		2574		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G10_APCL258.fsa	APCL258	Msat53	AC1359	B	241		240.33		246		1548.0		4158		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
D04_APCL259.fsa	APCL259	Msat53	NNG_012	R	111	115	110.96	115.24	7828	5225	49105.0	32360.0	2512	2566	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D04_APCL259.fsa	APCL259	Msat53	APR_Cf29	R	212		212.08		173		1047.0		3775		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D04_APCL259.fsa	APCL259	Msat53	AC1359	B	241	242	240.4	242.3	4723	4034	27994.0	23455.0	4146	4171	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
D04_APCL259.fsa	APCL259	Msat53	APY_65	G	256	258	255.95	258.0	14339	11190	90453.0	69369.0	4350	4377	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
C06_APCL264.fsa	APCL264	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C06_APCL264.fsa	APCL264	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C06_APCL264.fsa	APCL264	Msat53	APR_Cf29	R	210		210.34		6520		41529.0		3667		false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.81				
C06_APCL264.fsa	APCL264	Msat53	AC1359	B	241		240.47		6636		39372.0		4055		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
F11_APCL265.fsa	APCL265	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F11_APCL265.fsa	APCL265	Msat53	APR_Cf29	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F11_APCL265.fsa	APCL265	Msat53	NNG_012	R	111		111.07		812		5226.0		2543		false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F11_APCL265.fsa	APCL265	Msat53	AC1359	B	241		240.42		679		4301.0		4196		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
C09_APCL266.fsa	APCL266	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C09_APCL266.fsa	APCL266	Msat53	NNG_012	R	111	115	111.03	115.11	4208	2789	26106.0	17542.0	2459	2510	false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C09_APCL266.fsa	APCL266	Msat53	APR_Cf29	R	210	212	210.41	212.33	2125	1640	13149.0	10130.0	3687	3712	false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81				
C09_APCL266.fsa	APCL266	Msat53	AC1359	B	241	244	240.44	244.21	5937	4808	36240.0	28686.0	4077	4126	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
C03_APCL267.fsa	APCL267	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C03_APCL267.fsa	APCL267	Msat53	NNG_012	R	111	115	110.91	115.22	5524	3840	34376.0	23777.0	2485	2539	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C03_APCL267.fsa	APCL267	Msat53	APR_Cf29	R	210		210.38		5155		32856.0		3718		false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.81				
C03_APCL267.fsa	APCL267	Msat53	AC1359	B	241	242	240.48	242.24	7617	6048	46610.0	35159.0	4110	4133	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
C01_APCL268.fsa	APCL268	Msat53	NNG_012	R	111		110.9		7019		46301.0		2511		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C01_APCL268.fsa	APCL268	Msat53	APR_Cf29	R	209	212	208.41	212.08	2667	2212	16355.0	12975.0	3725	3773	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C01_APCL268.fsa	APCL268	Msat53	AC1359	B	242		242.31		11768		77082.0		4169		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
C01_APCL268.fsa	APCL268	Msat53	APY_65	G	248	250	247.57	249.63	12335	10690	76852.0	67183.0	4238	4265	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
E12_APCL269.fsa	APCL269	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E12_APCL269.fsa	APCL269	Msat53	NNG_012	R	115		115.14		5172		35201.0		2545		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E12_APCL269.fsa	APCL269	Msat53	APR_Cf29	R	210	212	210.29	212.13	1036	2908	6045.0	17718.0	3725	3749	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
E12_APCL269.fsa	APCL269	Msat53	AC1359	B	241		240.49		5138		33274.0		4119		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
B01_APCL27.fsa	APCL27	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B01_APCL27.fsa	APCL27	Msat53	APR_Cf29	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B01_APCL27.fsa	APCL27	Msat53	NNG_012	R	111	117	110.95	117.18	7760	4635	49824.0	28440.0	2497	2575	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B01_APCL27.fsa	APCL27	Msat53	AC1359	B	241	242	240.44	242.35	1449	1318	8734.0	7796.0	4124	4149	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
F01_APCL270.fsa	APCL270	Msat53	NNG_012	R											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F01_APCL270.fsa	APCL270	Msat53	APY_65	G											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
F01_APCL270.fsa	APCL270	Msat53	APR_Cf29	R	210	229	210.43	229.44	2453	1647	15893.0	10700.0	3767	4017	false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81				
F01_APCL270.fsa	APCL270	Msat53	AC1359	B	241		240.53		8112		51296.0		4163		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
C09_APCL271.fsa	APCL271	Msat53	NNG_012	R	111		110.94		12868		83215.0		2484		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C09_APCL271.fsa	APCL271	Msat53	APR_Cf29	R	204	210	204.63	210.34	2508	2521	15440.0	16019.0	3639	3713	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C09_APCL271.fsa	APCL271	Msat53	AC1359	B	241	244	240.45	244.29	6481	5355	38128.0	32285.0	4104	4154	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
C09_APCL271.fsa	APCL271	Msat53	APY_65	G	250	256	249.6	255.9	32232	26852	230034.0	174127.0	4223	4305	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
A07_APCL272.fsa	APCL272	Msat53	NNG_012	R	111		111.02		10512		68260.0		2489		false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
A07_APCL272.fsa	APCL272	Msat53	APR_Cf29	R	212	216	212.12	216.03	2747	2866	17306.0	17634.0	3747	3798	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
A07_APCL272.fsa	APCL272	Msat53	AC1359	B	241	242	240.39	242.38	6407	7961	38637.0	46234.0	4116	4142	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
A07_APCL272.fsa	APCL272	Msat53	APY_65	G	256	258	255.91	257.97	30708	23626	196825.0	148846.0	4319	4346	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
B05_APCL273.fsa	APCL273	Msat53	NNG_012	R	115		115.18		7564		50404.0		2536		false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B05_APCL273.fsa	APCL273	Msat53	APR_Cf29	R	210	216	210.4	216.02	3466	2727	22004.0	17151.0	3714	3787	false	false	0.0	-2.0	-2.0	-2.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81				
B05_APCL273.fsa	APCL273	Msat53	AC1359	B	241	242	240.4	242.32	3638	3051	20617.0	17262.0	4104	4129	false	false	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B05_APCL273.fsa	APCL273	Msat53	APY_65	G	256		255.76		31988		273191.0		4304		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
D01_APCL274.fsa	APCL274	Msat53	NNG_012	R	111	113	111.03	113.15	8105	6878	47831.0	42493.0	2553	2580	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D01_APCL274.fsa	APCL274	Msat53	APR_Cf29	R	210	222	210.24	221.61	3093	2550	19207.0	15776.0	3800	3950	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
D01_APCL274.fsa	APCL274	Msat53	AC1359	B	242	246	242.36	246.22	8175	6755	50273.0	39990.0	4224	4275	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
D01_APCL274.fsa	APCL274	Msat53	APY_65	G	256		255.9		30499		198607.0		4403		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
