"SurveyNum","SiteNum","Name","Region","Municipality","ID","lat","long","Sample.Name","AC1359_1","AC1359_2","APR_Cf29_1","APR_Cf29_2","APY_65_1","APY_65_2","NNG_012_1","NNG_012_2"
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",290,10.00743172,125.0293767,"APCL290",?,?,?,?,250,256,?,?
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",291,10.0074527,125.0293585,"APCL291",240,242,209,210,?,?,111,115
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",292,10.00743143,125.0293255,"APCL292",240,240,?,?,256,260,111,115
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",293,10.00732764,125.0293198,"APCL293",240,242,210,214,250,258,111,111
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",294,10.00732764,125.0293198,"APCL294",240,240,212,229,250,250,111,111
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",295,10.00725174,125.0293403,"APCL295",240,242,?,?,?,?,?,?
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",296,10.00725174,125.0293403,"APCL296",240,240,210,216,?,?,111,111
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",297,10.00725174,125.0293403,"APCL297",240,240,212,229,?,?,115,115
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",298,10.00721186,125.0294417,"APCL298",240,240,210,229,250,256,111,115
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",299,10.00726111,125.0294427,"APCL299",242,242,210,210,?,?,111,111
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",300,10.00723422,125.0294126,"APCL300",240,242,209,210,?,?,115,115
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",301,10.00740201,125.0293329,"APCL301",242,246,212,229,254,256,?,?
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",302,10.00748059,125.0293675,"APCL302",240,240,210,229,254,256,?,?
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",303,10.0075762,125.0293051,"APCL303",240,242,210,218,?,?,111,111
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",304,10.00757321,125.0293927,"APCL304",242,250,220,229,?,?,111,111
55,19,"Tangkaan Beach 1","Leyte","Padre Burgos",305,10.0077495,125.0292983,"APCL305",242,246,207,207,?,?,?,?
49,20,"Guadalupe MPA 1","Leyte","Maasin",264,10.17317677,124.7494457,"APCL264",240,240,210,210,?,?,?,?
49,20,"Guadalupe MPA 1","Leyte","Maasin",265,10.17317677,124.7494457,"APCL265",240,240,?,?,?,?,111,111
49,20,"Guadalupe MPA 1","Leyte","Maasin",266,10.17317677,124.7494457,"APCL266",240,244,210,212,?,?,111,115
49,20,"Guadalupe MPA 1","Leyte","Maasin",267,10.17313321,124.7495348,"APCL267",240,242,210,210,?,?,111,115
49,20,"Guadalupe MPA 1","Leyte","Maasin",268,10.17313321,124.7495348,"APCL268",242,242,209,212,248,250,111,111
49,20,"Guadalupe MPA 1","Leyte","Maasin",269,10.17317591,124.7496487,"APCL269",240,240,210,212,?,?,115,115
49,20,"Guadalupe MPA 1","Leyte","Maasin",270,10.17317591,124.7496487,"APCL270",240,240,210,229,?,?,?,?
49,20,"Guadalupe MPA 1","Leyte","Maasin",271,10.17317591,124.7496487,"APCL271",240,244,204,210,250,256,111,111
49,20,"Guadalupe MPA 1","Leyte","Maasin",272,10.17317591,124.7496487,"APCL272",240,242,212,216,256,258,111,111
49,20,"Guadalupe MPA 1","Leyte","Maasin",273,10.17317591,124.7496487,"APCL273",240,242,210,216,256,256,115,115
49,20,"Guadalupe MPA 1","Leyte","Maasin",274,10.17317591,124.7496487,"APCL274",242,246,210,222,256,256,111,113
49,20,"Guadalupe MPA 1","Leyte","Maasin",275,10.17321173,124.7496949,"APCL275",240,240,?,?,248,256,111,111
50,20,"Guadalupe MPA 2","Leyte","Maasin",279,10.17266263,124.7508512,"APCL279",?,?,?,?,?,?,?,?
50,20,"Guadalupe MPA 2","Leyte","Maasin",280,10.17251429,124.751057,"APCL280",242,242,209,212,?,?,?,?
50,20,"Guadalupe MPA 2","Leyte","Maasin",281,10.17248424,124.7510484,"APCL281",242,246,209,212,250,254,?,?
50,20,"Guadalupe MPA 2","Leyte","Maasin",282,10.1724895,124.7510914,"APCL282",?,?,?,?,?,?,?,?
50,20,"Guadalupe MPA 2","Leyte","Maasin",283,10.1724895,124.7510914,"APCL283",242,246,212,229,?,?,115,115
50,20,"Guadalupe MPA 2","Leyte","Maasin",284,10.1724895,124.7510914,"APCL284",240,242,210,212,?,?,111,111
50,20,"Guadalupe MPA 2","Leyte","Maasin",285,10.17142982,124.7509995,"APCL285",242,244,199,218,?,?,111,115
60,22,"Apid MPA","Leyte","Inopacan",343,10.53992839,124.6387161,"APCL343",240,242,209,210,250,256,?,?
60,22,"Apid MPA","Leyte","Inopacan",344,10.54031675,124.6382605,"APCL344",240,240,210,218,?,?,?,?
60,22,"Apid MPA","Leyte","Inopacan",345,10.54031675,124.6382605,"APCL345",242,244,210,216,?,?,111,115
60,22,"Apid MPA","Leyte","Inopacan",346,10.54037959,124.6382342,"APCL346",240,242,?,?,250,256,111,111
60,22,"Apid MPA","Leyte","Inopacan",347,10.54037959,124.6382342,"APCL347",240,246,216,229,256,256,111,115
60,22,"Apid MPA","Leyte","Inopacan",348,10.5403661,124.6378422,"APCL348",242,246,209,229,?,?,115,115
60,22,"Apid MPA","Leyte","Inopacan",349,10.5403661,124.6378422,"APCL349",240,240,209,212,?,?,?,?
60,22,"Apid MPA","Leyte","Inopacan",350,10.54035264,124.6378333,"APCL350",?,?,?,?,?,?,?,?
60,22,"Apid MPA","Leyte","Inopacan",351,10.54035264,124.6378333,"APCL351",242,246,210,210,?,?,111,115
60,22,"Apid MPA","Leyte","Inopacan",352,10.54035264,124.6378333,"APCL352",242,242,210,210,?,?,111,115
60,22,"Apid MPA","Leyte","Inopacan",353,10.54046157,124.6377821,"APCL353",240,240,210,212,?,?,111,111
60,22,"Apid MPA","Leyte","Inopacan",354,10.54044141,124.6377668,"APCL354",240,240,210,210,256,256,111,111
60,22,"Apid MPA","Leyte","Inopacan",355,10.54044141,124.6377668,"APCL355",240,242,209,210,256,256,?,?
60,22,"Apid MPA","Leyte","Inopacan",356,10.54022685,124.6380203,"APCL356",240,242,212,212,256,256,115,117
60,22,"Apid MPA","Leyte","Inopacan",357,10.54022685,124.6380203,"APCL357",240,244,?,?,?,?,111,111
60,22,"Apid MPA","Leyte","Inopacan",358,10.54022685,124.6380203,"APCL358",246,246,210,212,250,256,111,115
60,22,"Apid MPA","Leyte","Inopacan",359,10.53931865,124.6395728,"APCL359",242,246,210,212,?,?,111,111
60,22,"Apid MPA","Leyte","Inopacan",360,10.53931865,124.6395728,"APCL360",242,244,210,229,?,?,?,?
60,22,"Apid MPA","Leyte","Inopacan",361,10.53920625,124.6394869,"APCL361",240,250,209,218,?,?,?,?
60,22,"Apid MPA","Leyte","Inopacan",362,10.53874849,124.6403327,"APCL362",240,240,210,212,?,?,?,?
63,22,"Conalum","Leyte","Inopacan",365,10.53092418,124.7519108,"APCL365",240,246,229,229,?,?,111,115
63,22,"Conalum","Leyte","Inopacan",366,10.53092418,124.7519108,"APCL366",242,242,210,229,?,?,115,115
63,22,"Conalum","Leyte","Inopacan",367,10.53095795,124.7520643,"APCL367",244,246,209,210,250,256,111,115
63,22,"Conalum","Leyte","Inopacan",368,10.53095795,124.7520643,"APCL368",240,246,210,218,?,?,111,115
63,22,"Conalum","Leyte","Inopacan",369,10.53095795,124.7520643,"APCL369",240,240,212,212,?,?,111,115
63,22,"Conalum","Leyte","Inopacan",370,10.53085282,124.7521499,"APCL370",240,240,210,214,250,256,111,115
63,22,"Conalum","Leyte","Inopacan",371,10.53085282,124.7521499,"APCL371",240,240,?,?,?,?,111,115
63,22,"Conalum","Leyte","Inopacan",372,10.53085282,124.7521499,"APCL372",240,242,?,?,250,256,?,?
63,22,"Conalum","Leyte","Inopacan",373,10.53308258,124.7527804,"APCL373",240,240,?,?,?,?,111,115
63,22,"Conalum","Leyte","Inopacan",374,10.53308258,124.7527804,"APCL374",240,242,207,212,250,250,111,111
63,22,"Conalum","Leyte","Inopacan",375,10.53323044,124.752947,"APCL375",240,240,218,224,248,256,?,?
63,22,"Conalum","Leyte","Inopacan",376,10.53323044,124.752947,"APCL376",242,246,216,229,254,254,?,?
63,22,"Conalum","Leyte","Inopacan",377,10.53322844,124.7529715,"APCL377",240,240,210,210,?,?,?,?
63,22,"Conalum","Leyte","Inopacan",378,10.53322844,124.7529715,"APCL378",240,242,210,229,?,?,?,?
68,23,"Punta Lauis","Leyte","Baybay",399,10.64131589,124.7786885,"APCL399",240,240,209,229,?,?,?,?
68,23,"Punta Lauis","Leyte","Baybay",400,10.6416404,124.7781182,"APCL400",240,246,210,229,?,?,?,?
68,23,"Punta Lauis","Leyte","Baybay",401,10.6417637,124.7778811,"APCL401",240,242,210,210,?,?,?,?
69,23,"Visca","Leyte","Baybay",402,10.74341604,124.7866797,"APCL402",240,240,209,229,?,?,?,?
69,23,"Visca","Leyte","Baybay",403,10.74341604,124.7866797,"APCL403",240,246,210,214,256,258,?,?
69,23,"Visca","Leyte","Baybay",404,10.74363722,124.7864826,"APCL404",240,242,212,229,?,?,111,111
69,23,"Visca","Leyte","Baybay",405,10.74374581,124.7864271,"APCL405",240,240,216,229,254,256,115,115
69,23,"Visca","Leyte","Baybay",406,10.74374581,124.7864271,"APCL406",240,240,207,210,250,262,111,115
69,23,"Visca","Leyte","Baybay",407,10.74374581,124.7864271,"APCL407",240,242,212,229,?,?,111,111
69,23,"Visca","Leyte","Baybay",408,10.74374581,124.7864271,"APCL408",240,242,?,?,254,256,111,115
69,23,"Visca","Leyte","Baybay",409,10.74374581,124.7864271,"APCL409",240,242,209,229,?,?,?,?
69,23,"Visca","Leyte","Baybay",410,10.74378189,124.7863166,"APCL410",240,240,?,?,?,?,111,115
69,23,"Visca","Leyte","Baybay",411,10.74388327,124.7863005,"APCL411",240,240,?,?,?,?,111,115
69,23,"Visca","Leyte","Baybay",412,10.74388327,124.7863005,"APCL412",242,242,210,210,?,?,111,115
69,23,"Visca","Leyte","Baybay",413,10.74388327,124.7863005,"APCL413",240,240,210,212,?,?,?,?
69,23,"Visca","Leyte","Baybay",414,10.74463186,124.786136,"APCL414",240,242,210,218,250,250,115,115
69,23,"Visca","Leyte","Baybay",416,10.74463186,124.786136,"APCL416",240,240,?,?,?,?,115,115
69,23,"Visca","Leyte","Baybay",417,10.74463186,124.786136,"APCL417",240,240,210,212,250,258,111,115
69,23,"Visca","Leyte","Baybay",418,10.74477257,124.786004,"APCL418",?,?,?,?,?,?,?,?
64,24,"Cabatoan MPA","Leyte","Albuera",379,10.85530733,124.7269424,"APCL379",240,240,210,229,250,256,?,?
64,24,"Cabatoan MPA","Leyte","Albuera",380,10.85519979,124.7267864,"APCL380",?,?,?,?,?,?,?,?
64,24,"Cabatoan MPA","Leyte","Albuera",381,10.85566542,124.7268983,"APCL381",240,242,?,?,?,?,111,115
64,24,"Cabatoan MPA","Leyte","Albuera",382,10.85598356,124.7263675,"APCL382",240,240,210,214,?,?,?,?
64,24,"Cabatoan MPA","Leyte","Albuera",383,10.85598356,124.7263675,"APCL383",240,246,216,218,?,?,111,115
64,24,"Cabatoan MPA","Leyte","Albuera",384,10.85598356,124.7263675,"APCL384",240,240,210,229,?,?,111,111
66,24,"Palanas MPA","Leyte","Albuera",385,10.87289776,124.7118147,"APCL385",240,240,210,218,254,256,111,111
66,24,"Palanas MPA","Leyte","Albuera",386,10.87282748,124.7117044,"APCL386",?,?,?,?,250,256,?,?
66,24,"Palanas MPA","Leyte","Albuera",387,10.87362964,124.7117,"APCL387",240,240,?,?,250,256,115,115
66,24,"Palanas MPA","Leyte","Albuera",388,10.87362964,124.7117,"APCL388",240,242,210,210,256,258,115,115
66,24,"Palanas MPA","Leyte","Albuera",389,10.87352927,124.7121423,"APCL389",240,246,209,210,?,?,115,115
66,24,"Palanas MPA","Leyte","Albuera",390,10.87337957,124.7121776,"APCL390",240,242,210,212,256,256,?,?
66,24,"Palanas MPA","Leyte","Albuera",391,10.87337957,124.7121776,"APCL391",240,240,?,?,?,?,111,111
66,24,"Palanas MPA","Leyte","Albuera",392,10.87327855,124.7121438,"APCL392",240,242,210,229,?,?,?,?
66,24,"Palanas MPA","Leyte","Albuera",393,10.8731266,124.7121533,"APCL393",240,240,212,229,248,256,111,115
66,24,"Palanas MPA","Leyte","Albuera",394,10.87291509,124.7121188,"APCL394",240,246,210,210,250,256,?,?
66,24,"Palanas MPA","Leyte","Albuera",395,10.87291509,124.7121188,"APCL395",240,246,207,210,248,250,111,115
66,24,"Palanas MPA","Leyte","Albuera",396,10.87291509,124.7121188,"APCL396",240,242,210,212,?,?,111,115
66,24,"Palanas MPA","Leyte","Albuera",397,10.87304176,124.7122085,"APCL397",240,242,209,210,?,?,111,115
66,24,"Palanas MPA","Leyte","Albuera",398,10.87311487,124.7122623,"APCL398",240,240,216,218,250,254,111,111
79,25,"Macabog MPA","Leyte","Ormoc",445,10.9552851,124.6494013,"APCL445",240,240,209,210,?,?,111,111
79,25,"Macabog MPA","Leyte","Ormoc",446,10.95527841,124.6493702,"APCL446",240,246,210,212,?,?,?,?
79,25,"Macabog MPA","Leyte","Ormoc",447,10.95527841,124.6493702,"APCL447",240,240,210,210,?,?,111,115
79,25,"Macabog MPA","Leyte","Ormoc",448,10.95530846,124.6493743,"APCL448",240,242,210,216,?,?,111,111
79,25,"Macabog MPA","Leyte","Ormoc",449,10.95530362,124.6493289,"APCL449",240,240,210,229,?,?,?,?
79,25,"Macabog MPA","Leyte","Ormoc",450,10.95530362,124.6493289,"APCL450",240,242,212,216,254,256,115,115
79,25,"Macabog MPA","Leyte","Ormoc",451,10.95529729,124.6493062,"APCL451",240,242,?,?,?,?,?,?
79,25,"Macabog MPA","Leyte","Ormoc",452,10.95530438,124.6493585,"APCL452",240,242,210,218,250,260,111,115
79,25,"Macabog MPA","Leyte","Ormoc",453,10.95530438,124.6493585,"APCL453",240,244,209,216,250,256,115,115
79,25,"Macabog MPA","Leyte","Ormoc",454,10.95555349,124.6489844,"APCL454",242,242,210,212,248,260,111,115
79,25,"Macabog MPA","Leyte","Ormoc",455,10.95565436,124.6488972,"APCL455",240,242,210,212,?,?,115,115
79,25,"Macabog MPA","Leyte","Ormoc",456,10.95565436,124.6488972,"APCL456",242,244,212,220,254,256,?,?
79,25,"Macabog MPA","Leyte","Ormoc",457,10.95562964,124.6488645,"APCL457",240,242,210,210,?,?,115,115
79,25,"Macabog MPA","Leyte","Ormoc",458,10.95565321,124.6488187,"APCL458",240,240,?,?,250,250,111,111
79,25,"Macabog MPA","Leyte","Ormoc",459,10.95565321,124.6488187,"APCL459",240,242,229,229,?,?,111,117
79,25,"Macabog MPA","Leyte","Ormoc",460,10.95525266,124.6493755,"APCL460",240,240,218,229,?,?,?,?
79,25,"Macabog MPA","Leyte","Ormoc",461,10.95525266,124.6493755,"APCL461",240,242,209,218,?,?,111,115
79,25,"Macabog MPA","Leyte","Ormoc",462,10.95525266,124.6493755,"APCL462",242,244,209,210,?,?,?,?
79,25,"Macabog MPA","Leyte","Ormoc",463,10.95525266,124.6493755,"APCL463",240,240,210,210,?,?,?,?
79,25,"Macabog MPA","Leyte","Ormoc",464,10.95525266,124.6493755,"APCL464",240,240,212,218,?,?,111,111
73,27,"Tabuk MPA 1","Leyte","Palompon",419,11.04136932,124.3687451,"APCL419",240,246,207,216,?,?,111,111
73,27,"Tabuk MPA 1","Leyte","Palompon",420,11.04136932,124.3687451,"APCL420",240,242,210,218,254,254,115,115
73,27,"Tabuk MPA 1","Leyte","Palompon",421,11.0414449,124.3689021,"APCL421",240,242,218,229,?,?,111,113
73,27,"Tabuk MPA 1","Leyte","Palompon",422,11.0414449,124.3689021,"APCL422",240,240,210,210,250,256,?,?
73,27,"Tabuk MPA 1","Leyte","Palompon",423,11.04161279,124.3690207,"APCL423",240,240,201,218,248,250,111,115
73,27,"Tabuk MPA 1","Leyte","Palompon",424,11.04161279,124.3690207,"APCL424",240,242,209,210,250,254,?,?
73,27,"Tabuk MPA 1","Leyte","Palompon",425,11.04167413,124.3691435,"APCL425",240,240,210,212,256,256,111,115
73,27,"Tabuk MPA 1","Leyte","Palompon",426,11.04167413,124.3691435,"APCL426",240,246,209,212,?,?,115,115
73,27,"Tabuk MPA 1","Leyte","Palompon",427,11.04215843,124.3689012,"APCL427",?,?,?,?,250,262,?,?
73,27,"Tabuk MPA 1","Leyte","Palompon",428,11.04269014,124.3674749,"APCL428",?,?,?,?,?,?,?,?
73,27,"Tabuk MPA 1","Leyte","Palompon",429,11.04269014,124.3674749,"APCL429",240,240,210,218,?,?,115,115
73,27,"Tabuk MPA 1","Leyte","Palompon",430,11.0428737,124.3673151,"APCL430",240,240,210,216,256,256,111,117
73,27,"Tabuk MPA 1","Leyte","Palompon",431,11.04293726,124.3673664,"APCL431",?,?,?,?,?,?,?,?
73,27,"Tabuk MPA 1","Leyte","Palompon",432,11.04294009,124.3673823,"APCL432",240,246,207,218,?,?,111,111
73,27,"Tabuk MPA 1","Leyte","Palompon",433,11.04294009,124.3673823,"APCL433",240,240,210,210,?,?,115,115
73,27,"Tabuk MPA 1","Leyte","Palompon",434,11.04294009,124.3673823,"APCL434",240,242,216,216,?,?,111,115
73,27,"Tabuk MPA 1","Leyte","Palompon",435,11.04294009,124.3673823,"APCL435",240,240,222,229,?,?,?,?
74,27,"Tabuk MPA 2","Leyte","Palompon",436,11.04390807,124.3674224,"APCL436",238,240,209,210,?,?,115,115
74,27,"Tabuk MPA 2","Leyte","Palompon",437,11.04390807,124.3674224,"APCL437",240,242,210,218,?,?,111,111
74,27,"Tabuk MPA 2","Leyte","Palompon",438,11.04390807,124.3674224,"APCL438",240,240,210,212,256,256,111,115
