"","SurveyNum","Time","Spp","Size","ID","Notes","TopTwo","lat","long"
"1645",58,"13:23","PRBI",4,"335","",TRUE,10.01611933345,125.0253676715
"16451",58,"13:23","PRBI",9,"336","",TRUE,10.01611933345,125.0253676715
"1647",58,"13:57","PRBI",12,"337","",TRUE,10.016189846225,125.02522320975
"1648",58,"13:58","PRBI",8,"338","",TRUE,10.016217736975,125.0252511215
"1651",58,"14:26","PRBI",7,"339","",TRUE,10.015937970025,125.025292423
"16511",58,"14:26","PRBI",13,"340","",TRUE,10.015937970025,125.025292423
"1652",58,"15:08","PRBI",8,"341","",TRUE,10.01549085835,125.02548409625
"1653",58,"15:12","PRBI",11,"342","",TRUE,10.015609860425,125.0255465415
"2062",60,"08:58","APCL",10,"343","",TRUE,10.53992839295,124.63871605225
"2065",60,"09:06","APCL",11,"344","",TRUE,10.540316747525,124.63826053775
"20651",60,"09:06","APCL",12,"345","",TRUE,10.540316747525,124.63826053775
"2066",60,"09:07","APCL",11,"346","",TRUE,10.540379590825,124.63823415575
"20661",60,"09:07","APCL",10,"347","",TRUE,10.540379590825,124.63823415575
"2068",60,"09:32","APCL",8,"348","",TRUE,10.54036609595,124.637842197
"20681",60,"09:32","APCL",6,"349","",TRUE,10.54036609595,124.637842197
"2069",60,"09:37","APCL",8,"350","",FALSE,10.540352643,124.63783327
"20691",60,"09:37","APCL",12,"351","",TRUE,10.540352643,124.63783327
"20692",60,"09:37","APCL",5,"352","",FALSE,10.540352643,124.63783327
"2070",60,"09:38","APCL",12,"354","",TRUE,10.540441407375,124.6377667805
"20701",60,"09:38","APCL",13,"355","",TRUE,10.540441407375,124.6377667805
"2074",60,"09:55","APCL",7,"353","",TRUE,10.54046156585,124.63778209875
"2076",60,"10:15","APCL",8,"358","",TRUE,10.5402268516,124.63802029175
"20761",60,"10:15","APCL",4,"356","",FALSE,10.5402268516,124.63802029175
"20762",60,"10:15","APCL",11,"357","",TRUE,10.5402268516,124.63802029175
"2079",60,"10:38","APCL",9,"359","",TRUE,10.539318651425,124.6395727875
"20791",60,"10:38","APCL",9,"360","",TRUE,10.539318651425,124.6395727875
"2082",60,"10:47","APCL",7,"361","",TRUE,10.5392062501,124.639486894
"2083",60,"11:01","APCL",4,"362","",TRUE,10.538748493425,124.64033271175
"2085",61,"11:44","PRBI",14,"363","",TRUE,10.547253442925,124.656057728
"20851",61,"11:44","PRBI",8,"364","",TRUE,10.547253442925,124.656057728
"2130",63,"16:04","APCL",12,"365","",TRUE,10.530924175375,124.75191080475
"21301",63,"16:04","APCL",10,"366","",TRUE,10.530924175375,124.75191080475
"2132",63,"16:10","APCL",8,"367","",FALSE,10.530957954475,124.7520642565
"21321",63,"16:10","APCL",9,"368","",TRUE,10.530957954475,124.7520642565
"21322",63,"16:10","APCL",10,"369","",TRUE,10.530957954475,124.7520642565
"2133",63,"16:18","APCL",9,"370","",TRUE,10.530852824425,124.7521499405
"21331",63,"16:18","APCL",7,"371","",TRUE,10.530852824425,124.7521499405
"21332",63,"16:18","APCL",5,"372","",FALSE,10.530852824425,124.7521499405
"2135",63,"16:49","APCL",12,"373","",TRUE,10.533082578325,124.75278044825
"21351",63,"16:49","APCL",11,"374","",TRUE,10.533082578325,124.75278044825
"2137",63,"16:59","APCL",8,"375","",TRUE,10.5332304351,124.7529469545
"21371",63,"16:59","APCL",5,"376","",TRUE,10.5332304351,124.7529469545
"2138",63,"17:00","APCL",11,"377","",TRUE,10.5332284444,124.75297151375
"21381",63,"17:00","APCL",10,"378","",TRUE,10.5332284444,124.75297151375
"2142",64,"09:29","APCL",9,"379","",TRUE,10.855307327575,124.7269424145
"2144",64,"09:34","APCL",7,"380","",TRUE,10.855199787775,124.72678640625
"2154",64,"09:42","APCL",9,"381","",TRUE,10.85566542345,124.726898284
"2156",64,"09:52","APCL",10,"382","",TRUE,10.855983558575,124.7263675415
"21561",64,"09:52","APCL",9,"383","",TRUE,10.855983558575,124.7263675415
"21562",64,"09:52","APCL",3,"384","",FALSE,10.855983558575,124.7263675415
"2160",66,"11:44","APCL",7,"385","",TRUE,10.872897757225,124.71181473475
"2163",66,"11:50","APCL",6,"386","",TRUE,10.872827475,124.711704366
"2165",66,"12:07","APCL",5,"387","",TRUE,10.873629644025,124.71170004925
"21651",66,"12:07","APCL",7,"388","",TRUE,10.873629644025,124.71170004925
"2167",66,"12:24","APCL",6,"389","",TRUE,10.87352927075,124.71214225775
"2168",66,"12:30","APCL",11,"390","",TRUE,10.87337956995,124.71217762925
"21681",66,"12:30","APCL",11,"391","",TRUE,10.87337956995,124.71217762925
"2173",66,"12:38","APCL",6,"392","",TRUE,10.873278547075,124.712143787
"2175",66,"12:41","APCL",5,"393","",TRUE,10.873126604125,124.71215332175
"2178",66,"12:57","APCL",10,"394","",TRUE,10.8729150868,124.71211876725
"2180",66,"12:57","APCL",5,"396","",TRUE,10.8729150868,124.71211876725
"21781",66,"12:57","APCL",11,"395","",TRUE,10.8729150868,124.71211876725
"2187",66,"13:14","APCL",11,"398","",TRUE,10.873114869475,124.71226230725
"2188",66,"13:17","APCL",11,"397","",TRUE,10.8730417583,124.7122084535
"2228",68,"09:54","APCL",9,"399","",TRUE,10.641315893725,124.77868851275
"2231",68,"10:05","APCL",6,"400","",TRUE,10.6416403991,124.778118187
"2233",68,"10:08","APCL",4,"401","",TRUE,10.64176369695,124.777881105
"2237",69,"10:35","APCL",12,"402","",TRUE,10.743416044875,124.7866796725
"22371",69,"10:35","APCL",10,"403","",TRUE,10.743416044875,124.7866796725
"2239",69,"10:42","APCL",3,"404","",TRUE,10.743637222325,124.786482593
"2240",69,"10:49","APCL",12,"406","",TRUE,10.743745809875,124.78642712575
"2241",69,"10:49","APCL",8,"405","",TRUE,10.743745809875,124.78642712575
"22401",69,"10:49","APCL",11,"407","",TRUE,10.743745809875,124.78642712575
"22402",69,"10:49","APCL",10,"408","",FALSE,10.743745809875,124.78642712575
"22403",69,"10:49","APCL",4,"409","",FALSE,10.743745809875,124.78642712575
"2242",69,"11:02","APCL",9,"410","",TRUE,10.743781894,124.7863166105
"2243",69,"11:05","APCL",13,"411","",TRUE,10.7438832731,124.786300496
"22431",69,"11:05","APCL",4,"412","",FALSE,10.7438832731,124.786300496
"22432",69,"11:05","APCL",10,"413","",TRUE,10.7438832731,124.786300496
"2245",69,"11:21","APCL",10,"414","",TRUE,10.7446318609,124.7861359595
"2246",69,"11:21","APCL",10,"416","",TRUE,10.7446318609,124.7861359595
"22451",69,"11:21","APCL",4,"417","",FALSE,10.7446318609,124.7861359595
"2247",69,"11:33","APCL",9,"418","",TRUE,10.744772572075,124.78600402825
"2253",73,"11:26","APCL",12,"419","",TRUE,11.0413693171,124.36874511425
"22531",73,"11:26","APCL",12,"420","",TRUE,11.0413693171,124.36874511425
"2254",73,"11:33","APCL",9,"421","",TRUE,11.0414449009,124.36890210725
"22541",73,"11:33","APCL",12,"422","",TRUE,11.0414449009,124.36890210725
"2255",73,"11:38","APCL",10,"423","",TRUE,11.041612790425,124.36902069025
"22551",73,"11:38","APCL",11,"424","",TRUE,11.041612790425,124.36902069025
"2256",73,"11:43","APCL",11,"425","",TRUE,11.041674125,124.369143485
"22561",73,"11:43","APCL",10,"426","",TRUE,11.041674125,124.369143485
"2261",73,"11:53","APCL",11,"427","",TRUE,11.0421584314,124.36890122725
"2267",73,"12:20","APCL",9,"428","",TRUE,11.0426901374,124.3674749205
"22671",73,"12:20","APCL",8,"429","",TRUE,11.0426901374,124.3674749205
"2269",73,"12:26","APCL",6,"430","",TRUE,11.042873701075,124.3673150985
"2270",73,"12:28","APCL",5,"431","",TRUE,11.04293725685,124.36736635375
"2271",73,"12:31","APCL",9,"434","",FALSE,11.04294008575,124.3673822795
"22711",73,"12:31","APCL",6,"435","",FALSE,11.04294008575,124.3673822795
"22712",73,"12:31","APCL",10,"432","",TRUE,11.04294008575,124.3673822795
"22713",73,"12:31","APCL",10,"433","",FALSE,11.04294008575,124.3673822795
"2273",74,"13:48","APCL",11,"436","",TRUE,11.043908069875,124.367422408
"22731",74,"13:48","APCL",10,"438","",TRUE,11.043908069875,124.367422408
"22732",74,"13:48","APCL",8,"437","",FALSE,11.043908069875,124.367422408
"2463",79,"09:56","APCL",5,"445","",TRUE,10.955285097025,124.64940130225
"2465",79,"10:02","APCL",9,"446","",TRUE,10.955278412425,124.64937022675
"24651",79,"10:02","APCL",10,"447","",TRUE,10.955278412425,124.64937022675
"2486",79,"10:12","APCL",8,"460","",TRUE,10.95525265905,124.64937550725
"24861",79,"10:12","APCL",11,"461","",TRUE,10.95525265905,124.64937550725
"24862",79,"10:12","APCL",4,"462","",FALSE,10.95525265905,124.64937550725
"24863",79,"10:12","APCL",6,"463","",FALSE,10.95525265905,124.64937550725
"24864",79,"10:12","APCL",3,"464","",FALSE,10.95525265905,124.64937550725
"2471",79,"10:15","APCL",6,"448","",TRUE,10.95530846155,124.6493743125
"2473",79,"10:18","APCL",10,"452","",TRUE,10.9553043754,124.649358492
"24731",79,"10:18","APCL",10,"453","",TRUE,10.9553043754,124.649358492
"2474",79,"10:19","APCL",6,"449","",TRUE,10.955303621,124.649328883
"24741",79,"10:19","APCL",3,"450","",TRUE,10.955303621,124.649328883
"2475",79,"10:20","APCL",9,"451","",TRUE,10.955297292675,124.64930623075
"2480",79,"10:44","APCL",6,"454","",TRUE,10.955553485575,124.64898436575
"2495",79,"10:50","APCL",11,"455","",TRUE,10.95565436175,124.648897194
"24951",79,"10:50","APCL",8,"456","",TRUE,10.95565436175,124.648897194
"2482",79,"10:59","APCL",4,"457","Anemone also had an APCL 10 already sampled!",TRUE,10.955629635125,124.6488645465
"2497",79,"11:03","APCL",11,"458","",TRUE,10.955653209225,124.6488187185
"24971",79,"11:03","APCL",12,"459","",TRUE,10.955653209225,124.6488187185
"2605",84,"10:44","PRBI",11,"465","",TRUE,10.764955377675,124.01095354
"26051",84,"10:44","PRBI",4,"466","",TRUE,10.764955377675,124.01095354
"2607",84,"10:54","APCL",5,"467","",TRUE,10.7650573435,124.01042497725
"2616",84,"11:21","APCL",6,"468","",TRUE,10.763162928625,124.00932426575
"26161",84,"11:21","APCL",4,"469","",TRUE,10.763162928625,124.00932426575
"26162",84,"11:21","APCL",2,"470","",FALSE,10.763162928625,124.00932426575
"2618",84,"11:30","APCL",6,"471","",TRUE,10.76273731655,124.00935205175
"26181",84,"11:30","APCL",5,"472","",TRUE,10.76273731655,124.00935205175
"2622",84,"11:48","APCL",4,"473","",TRUE,10.761920080975,124.00885739375
"2623",84,"11:53","APCL",8,"475","",TRUE,10.76175525085,124.00868858225
"2624",84,"11:55","APCL",5,"474","",TRUE,10.761708689375,124.00865606025
"2630",85,"13:23","APCL",5,"476","",TRUE,10.743030498275,124.0104489495
"2631",85,"14:11","APCL",6,"477","",TRUE,10.7424121443,124.01087592325
"2632",85,"14:19","APCL",4,"478","",TRUE,10.7421249384,124.0111492575
"2635",85,"14:27","APCL",9,"479","",TRUE,10.74196373345,124.01151726475
"26351",85,"14:27","APCL",8,"480","",TRUE,10.74196373345,124.01151726475
"2636",85,"14:43","APCL",7,"481","",TRUE,10.74081470025,124.0115651465
"2638",85,"14:54","APCL",6,"482","",TRUE,10.740148674225,124.01183980075
"26381",85,"14:54","APCL",3,"483","",TRUE,10.740148674225,124.01183980075
"2640",86,"16:16","APCL",4,"484","",FALSE,10.78076683215,124.02966802475
"26401",86,"16:16","APCL",8,"485","",TRUE,10.78076683215,124.02966802475
"2641",86,"16:32","APCL",7,"486","",TRUE,10.780701159975,124.0296458335
"2673",87,"06:18","APCL",5,"487","",TRUE,10.768259775375,124.01378618325
"2693",88,"10:13","APCL",10,"488","",TRUE,10.925260239725,124.03387693425
"26931",88,"10:13","APCL",10,"489","",TRUE,10.925260239725,124.03387693425
"2694",88,"10:19","APCL",9,"490","",TRUE,10.9251907328,124.0338393
"26941",88,"10:19","APCL",8,"491","",TRUE,10.9251907328,124.0338393
"2695",88,"10:24","APCL",10,"492","",TRUE,10.925013748925,124.033824212
"26951",88,"10:24","APCL",7,"493","",TRUE,10.925013748925,124.033824212
"26952",88,"10:24","APCL",6,"494","",FALSE,10.925013748925,124.033824212
"2697",88,"10:40","APCL",11,"495","",TRUE,10.924534786,124.0342071605
"26971",88,"10:40","APCL",9,"496","",TRUE,10.924534786,124.0342071605
"2698",88,"10:46","APCL",11,"497","",TRUE,10.924483425925,124.03412529025
"26981",88,"10:46","APCL",10,"498","",TRUE,10.924483425925,124.03412529025
"26982",88,"10:46","APCL",7,"499","",FALSE,10.924483425925,124.03412529025
"2699",88,"10:58","APCL",10,"500","See photo: may not be STHD.",TRUE,10.924368111875,124.034184131
"26991",88,"10:58","APCL",10,"501","See photo: may not be STHD.",TRUE,10.924368111875,124.034184131
"26992",88,"10:58","APCL",9,"502","See photo: may not be STHD.",FALSE,10.924368111875,124.034184131
"2700",88,"11:26","APCL",8,"503","",TRUE,10.922688336575,124.03510731425
"27001",88,"11:26","APCL",7,"504","",TRUE,10.922688336575,124.03510731425
"2703",89,"13:00","APCL",7,"506","",TRUE,10.89521872345,124.051371056
"2705",89,"13:15","APCL",6,"507","",TRUE,10.8949306584,124.0514552315
"2706",89,"13:19","APCL",9,"508","",TRUE,10.894877684775,124.0514487985
"2708",89,"13:34","APCL",5,"509","",TRUE,10.894475143875,124.0516529815
"3073",93,"16:22","PRBI",6,"510","",TRUE,10.9440458659,124.03286500825
"3075",94,"11:01","APCL",8,"511","",TRUE,11.347444402075,124.10501389525
"3076",94,"11:02","APCL",12,"512","",TRUE,11.347461731625,124.10501959525
"30761",94,"11:02","APCL",12,"513","",TRUE,11.347461731625,124.10501959525
"30762",94,"11:02","APCL",11,"514","",FALSE,11.347461731625,124.10501959525
"3079",94,"11:16","APCL",12,"515","",TRUE,11.347539452825,124.105025609
"3083",94,"11:22","APCL",5,"516","",TRUE,11.347696865,124.10508187275
"3084",94,"11:25","APCL",10,"517","",TRUE,11.34782238395,124.1051819735
"3089",94,"11:30","APCL",10,"518","",TRUE,11.347766874825,124.105277087
"30891",94,"11:30","APCL",11,"519","",TRUE,11.347766874825,124.105277087
"3090",94,"11:32","APCL",5,"520","",TRUE,11.347794136975,124.105300577
"3093",94,"11:36","APCL",8,"522","",TRUE,11.3478750852,124.105235471
"3096",94,"11:36","APCL",7,"521","",TRUE,11.3478750852,124.105235471
"3098",94,"11:42","APCL",5,"523","",TRUE,11.3478978211,124.10521937775
"30981",94,"11:42","APCL",4,"524","",TRUE,11.3478978211,124.10521937775
"3101",94,"11:47","APCL",12,"525","",TRUE,11.348041025925,124.10526792975
"3103",94,"11:52","APCL",12,"526","",TRUE,11.348021433225,124.10533184175
"31031",94,"11:52","APCL",12,"527","",TRUE,11.348021433225,124.10533184175
"3104",94,"11:55","APCL",11,"528","",TRUE,11.3480073726,124.10533634725
"3105",94,"11:56","APCL",12,"529","",TRUE,11.348026001375,124.1053437445
"3106",94,"11:58","APCL",12,"530","",TRUE,11.348040900175,124.10538127425
"31061",94,"11:58","APCL",12,"531","",TRUE,11.348040900175,124.10538127425
"3252",97,"09:08","APCL",9,"532","",TRUE,11.1920945649,124.047336909
"32521",97,"09:08","APCL",7,"533","",FALSE,11.1920945649,124.047336909
"32522",97,"09:08","APCL",10,"534","",TRUE,11.1920945649,124.047336909
"3245",97,"09:19","APCL",4,"537","",FALSE,11.192314778475,124.0473547625
"32451",97,"09:19","APCL",10,"535","",TRUE,11.192314778475,124.0473547625
"32452",97,"09:19","APCL",9,"536","",TRUE,11.192314778475,124.0473547625
"3253",97,"09:41","APCL",11,"538","",TRUE,11.193163844275,124.04765468775
"32531",97,"09:41","APCL",8,"539","",TRUE,11.193163844275,124.04765468775
"3257",97,"10:06","APCL",6,"540","",TRUE,11.193709129,124.04935621425
"3258",97,"10:09","APCL",4,"541","",TRUE,11.193847975225,124.049334505
"32581",97,"10:09","APCL",6,"542","",TRUE,11.193847975225,124.049334505
"3259",97,"10:18","APCL",6,"543","",TRUE,11.194039899875,124.0492658155
"3250",97,"10:36","APCL",8,"544","",TRUE,11.19566005885,124.049374089
"3263",98,"11:14","APCL",6,"545","",TRUE,11.207375843075,124.06097573225
"3264",98,"11:20","APCL",8,"546","",TRUE,11.207422320725,124.06091647225
"3265",98,"11:27","APCL",11,"547","",TRUE,11.207772810025,124.06113676975
"3267",98,"11:32","APCL",8,"549","",TRUE,11.2078185752,124.061096243
"3268",98,"11:35","APCL",4,"550","",TRUE,11.20785143225,124.0611108695
"3276",98,"11:42","APCL",6,"551","",TRUE,11.208157057425,124.06119408075
"32761",98,"11:42","APCL",3,"552","",TRUE,11.208157057425,124.06119408075
