SurveyNum,Observer,OnSwath,ObsTime,AnemSpp,AnemDia,Spp,Size1,ID1,Size2,ID2,Size3,ID3,Size4,ID4,Size5,ID5,Size6,ID6,Spp2,Spp2Size1,Spp2Size2,Depth,ft,Notes
15,GS,1,16:02,HECR,16,,,,,,,,,,,,,,,,,,,
15,GS,1,16:02,HECR,18,,,,,,,,,,,,,,,,,,,
15,GS,1,16:02,HECR,20,,,,,,,,,,,,,,,,,,,
15,GS,1,16:02,HECR,22,APPE,6,,5,,,,,,,,,,,,,,,
15,GS,1,16:03,HECR,26,,,,,,,,,,,,,,,,,,,
15,GS,1,16:04,MADO,19,APCL,5,,,,,,,,,,,,,,,,,
15,GS,1,16:05,HECR,28,,,,,,,,,,,,,,,,,,,
15,GS,1,16:05,HECR,20,,,,,,,,,,,,,,,,,,,
15,GS,1,16:05,HECR,21,,,,,,,,,,,,,,,,,,,
15,GS,1,16:08,HECR,20,APCL,4,,4,,,,,,,,,,,,,,,
15,GS,1,16:09,HECR,22,APCL,5,,5,,,,,,,,,,,,,,,
15,GS,1,16:09,HECR,14,,,,,,,,,,,,,,,,,,,
15,GS,1,16:11,HECR,30,APPE,6,,6,,,,,,,,,,,,,,,
15,GS,1,16:12,HECR,15,APPE,5,,,,,,,,,,,,,,,,,
15,GS,1,16:15,HECR,20,APPE,3,,,,,,,,,,,,,,,,,
15,GS,1,16:18,HECR,18,,,,,,,,,,,,,,,,,,,
15,GS,1,16:18,HECR,22,,,,,,,,,,,,,,,,,,,
15,GS,1,16:18,HECR,14,,,,,,,,,,,,,,,,,,,
15,GS,1,16:18,HECR,20,APPE,7,,7,,,,,,,,,,,,,,,
15,GS,1,16:19,HECR,18,APCL,5,,4,,3,,,,,,,,,,,,,
15,GS,1,16:20,MADO,,APCL,2,,,,,,,,,,,,,,,,,
15,GS,1,16:22,HECR,24,,,,,,,,,,,,,,,,,,,
15,GS,1,16:23,HECR,30,APCL,7,,2,,,,,,,,,,,,,,,
15,GS,1,16:23,HECR,20,,,,,,,,,,,,,,,,,,,
15,GS,1,16:24,ENQD,20,APOC,7,,5,,4,,,,,,,,,,,,,
15,GS,1,16:26,HECR,32,APPE,8,,7,,,,,,,,,,,,,,,
16,MLP,1,09:30,ENQD,30,APCL,4,,,,,,,,,,,,,,,8,,
16,MLP,1,09:33,ENQD,40,APML,10,,4,,,,,,,,,,,,,8,,
16,MLP,1,09:35,ENQD,50,APML,11,,3,,,,,,,,,,,,,8,,
16,MLP,1,09:36,ENQD,30,APML,9,,,,,,,,,,,,,,,8,,
16,MLP,1,09:37,ENQD,40,APML,11,,7,,,,,,,,,,,,,8,,
16,MLP,1,09:38,ENQD,25,APML,6,,,,,,,,,,,,,,,8,,
16,MLP,1,09:38,ENQD,17,APML,5,,,,,,,,,,,,,,,8,,
16,MLP,1,09:41,ENQD,25,APML,9,,5,,,,,,,,,,,,,8,,
16,MLP,1,09:44,ENQD,30,APML,10,,7,,,,,,,,,,,,,8,,
16,MLP,1,09:45,ENQD,25,APML,12,,,,,,,,,,,,,,,8,,
16,MLP,1,09:45,ENQD,20,APML,7,,,,,,,,,,,,,,,8,,
16,MLP,1,09:46,ENQD,30,APML,10,,,,,,,,,,,,,,,8,,
16,MLP,1,10:05,ENQD,20,APML,10,,7,,,,,,,,,,,,,3,,
16,MLP,1,10:13,ENQD,30,APML,10,,6,,,,,,,,,,,,,3,,
16,MLP,1,10:18,ENQD,20,APML,9,,5,,,,,,,,,,,,,3,,
16,MLP,1,10:21,ENQD,30,APML,11,,,,,,,,,,,,,,,3,,
16,MLP,1,10:29,HEMG,35,APOC,7,,5,,4,,,,,,,,,,,3,,Took photo
16,MLP,1,10:33,ENQD,20,APML,7,,6,,,,,,,,,,,,,3,,
16,MLP,1,10:37,ENQD,30,APML,12,,8,,,,,,,,,,,,,3,,
16,MLP,1,10:39,ENQD,20,APML,10,,7,,,,,,,,,,,,,3,,
16,MLP,1,10:45,ENQD,40,APML,11,,8,,4,,,,,,,,,,,3,,
16,MLP,1,10:46,ENQD,20,APML,8,,,,,,,,,,,,,,,3,,
17,MLP,0,11:31,ENQD,30,PRBI,7,75,13,76,,,,,,,,,,,,11.6,,
17,MLP,0,11:39,ENQD,45,APML,11,,8,,,,,,,,,,,,,,,
17,MLP,0,11:40,ENQD,27,PRBI,8,77,,,,,,,,,,,,,,8.7,,
17,MLP,0,11:48,ENQD,30,APML,9,,,,,,,,,,,,,,,9,,
17,MLP,0,11:50,ENQD,20,APML,8,,,,,,,,,,,,,,,,,
17,MLP,0,11:51,ENQD,35,APML,8,,,,,,,,,,,,,,,,,
17,MLP,0,11:52,ENQD,25,APML,7,,,,,,,,,,,,,,,,,
17,MLP,0,11:52,ENQD,20,APML,9,,6,,,,,,,,,,,,,,,
17,MLP,0,11:54,ENQD,35,PRBI,12,78,6,79,,,,,,,,,,,,7,,
17,MLP,0,12:04,ENQD,50,APML,11,,8,,,,,,,,,,,,,,,
17,MLP,0,12:05,ENQD,40,PRBI,11,80,4,,,,,,,,,,,,,13.6,,
17,MLP,0,12:22,ENQD,35,APML,10,,8,,,,,,,,,,,,,,,
17,MLP,0,12:23,ENQD,25,APML,10,,8,,,,,,,,,,,,,,,
17,MLP,0,12:23,ENQD,30,APML,11,,,,,,,,,,,,,,,,,
17,MLP,0,12:24,ENQD,20,APML,9,,,,,,,,,,,,,,,,,
17,MLP,0,12:27,ENQD,20,APML,7,,,,,,,,,,,,,,,,,
17,MLP,0,12:28,ENQD,20,APML,9,,,,,,,,,,,,,,,,,
17,MLP,0,12:29,ENQD,20,PRBI,8,81,,,,,,,,,,,,,,7.3,,
17,MLP,0,12:33,ENQD,20,APML,9,,6,,,,,,,,,,,,,,,
17,MLP,0,12:35,ENQD,35,APML,11,,7,,4,,,,,,,,,,,,,
17,MLP,0,12:37,ENQD,20,APML,7,,,,,,,,,,,,,,,,,
17,MLP,0,12:43,ENQD,20,PRBI,7,82,,,,,,,,,,,,,,5,,
17,MLP,0,12:48,ENQD,20,PRBI,6,83,,,,,,,,,,,,,,5.6,,
18,MLP,1,14:47,HECR,35,,,,,,,,,,,,,,,,,,,
18,MLP,1,14:47,ENQD,20,APML,8,,,,,,,,,,,,,,,5,,
18,MLP,1,14:49,HECR,30,APPE,7,,,,,,,,,,,,,,,,,Took photo
18,MLP,1,14:51,HECR,35,,,,,,,,,,,,,,,,,6,,
18,MLP,1,14:53,ZZZZ,,APCL,4,,,,,,,,,,,,,,,,,
18,MLP,1,14:54,HECR,25,APPE,7,,4,,,,,,,,,,,,,,,
18,MLP,1,14:54,ENQD,30,APML,12,,8,,,,,,,,,,,,,,,
18,MLP,1,14:54,HECR,25,APPE,5,,,,,,,,,,,,,,,,,
18,MLP,1,14:54,STME,40,APCL,12,,10,,7,,6,,5,,4,,,,,9.4,,Took photo
18,MLP,1,14:54,HECR,30,APPE,7,,,,,,,,,,,,,,,,,
18,MLP,1,14:58,STME,40,APCL,12,,6,,,,,,,,,,,,,,,
18,MLP,1,14:58,HEMG,60,APOC,7,,5,,,,,,,,,,,,,11,,
18,MLP,1,15:01,HEMG,55,APOC,7,,6,,,,,,,,,,,,,,,
18,MLP,1,15:02,HEMG,65,APPE,10,,,,,,,,,,,,,,,,,
18,MLP,1,15:03,HEMG,45,APPE,7,,,,,,,,,,,,,,,,,
18,MLP,1,15:05,ENQD,15,,,,,,,,,,,,,,,,,,,
18,MLP,1,15:05,ENQD,15,APML,8,,6,,,,,,,,,,,,,,,
18,MLP,1,15:07,ENQD,30,APML,10,,8,,,,,,,,,,,,,,,
18,MLP,1,15:14,ENQD,15,APCL,3,,,,,,,,,,,,,,,,,
18,MLP,1,15:14,ENQD,30,APML,11,,8,,,,,,,,,,,,,,,
18,MLP,1,15:14,HEMG,60,APOC,8,,6,,,,,,,,,,,,,,,
18,MLP,1,15:16,HECR,30,APPE,7,,,,,,,,,,,,,,,11,,
18,MLP,1,15:17,HECR,,APPE,4,,,,,,,,,,,,,,,,,
18,MLP,1,15:18,ENQD,20,APML,7,,7,,,,,,,,,,,,,,,
18,MLP,1,15:18,HEMG,55,APPE,6,,4,,,,,,,,,,,,,,,Took photo
18,MLP,1,15:21,STME,20,APCL,10,,9,,,,,,,,,,,,,,,Took photo
18,MLP,1,15:25,ENQD,27,APCL,7,,4,,,,,,,,,,,,,,,
18,MLP,1,15:50,HEMG,55,APOC,8,,6,,4,,,,,,,,,,,,,
18,MLP,1,15:53,STME,50,APCL,15,,14,,8,,,,,,,,,,,,,
18,MLP,1,15:54,HECR,30,APCL,6,,4,,,,,,,,,,,,,,,
18,MLP,1,15:56,HECR,25,APPE,8,,,,,,,,,,,,,,,,,
18,MLP,1,15:57,HEAR,20,APCL,11,,7,,2,,,,,,,,,,,11,,
18,MLP,1,15:59,ENQD,25,APCL,11,,,,,,,,,,,,,,,,,
18,MLP,1,15:59,HEMG,50,APPE,7,,,,,,,,,,,,,,,,,
18,MLP,1,16:01,ENQD,27,APML,12,,10,,5,,,,,,,,,,,,,
18,MLP,1,16:02,HEMG,45,APPE,11,,6,,,,,,,,,,,,,9,,
18,MLP,1,16:04,HECR,30,APCL,11,,,,,,,,,,,,,,,,,
18,MLP,1,16:04,HECR,35,APCL,6,,3,,,,,,,,,,,,,,,
18,MLP,1,16:04,HECR,15,,,,,,,,,,,,,,,,,,,
18,GS,1,14:48,HECR,18,,,,,,,,,,,,,,,,,,,
18,GS,1,14:48,HECR,32,APML,7,,5,,,,,,,,,,,,,,,"GS insists it is APML, despite not being on ENQD"
18,GS,1,14:50,HECR,30,APML,6,,3,,,,,,,,,,,,,,,"GS insists it is APML, despite not being on ENQD"
18,GS,1,14:51,HECR,28,,,,,,,,,,,,,,,,,,,
18,GS,1,14:52,HECR,28,APCL,8,,6,,,,,,,,,,,,,,,
18,GS,1,14:53,HECR,30,APCL,9,,8,,3,,,,,,,,,,,,,
18,GS,1,14:53,ENQD,25,APML,8,,7,,,,,,,,,,,,,,,
18,GS,1,14:54,HECR,30,APPE,7,,,,,,,,,,,,,,,,,
18,GS,1,14:55,ENQD,25,APML,6,,5,,,,,,,,,,,,,,,
18,GS,1,14:57,HECR,19,,,,,,,,,,,,,,,,,,,
18,GS,1,14:58,STME,38,APSA,6,,6,,,,,,,,,,,,,,,
18,GS,1,14:59,ENQD,30,APOC,6,,5,,,,,,,,,,,,,,,
18,GS,1,15:00,ENQD,28,APML,8,,6,,,,,,,,,,,,,,,
18,GS,1,15:00,ENQD,32,APML,9,,,,,,,,,,,,,,,,,
18,GS,1,15:01,ENQD,27,APML,8,,6,,,,,,,,,,,,,,,
18,GS,1,15:01,HECR,35,APML,10,,10,,,,,,,,,,,,,,,
18,GS,1,15:02,ENQD,35,,,,,,,,,,,,,,,,,,,
18,GS,1,15:04,HEMG,30,APOC,7,,5,,4,,,,,,,,,,,,,
18,GS,1,15:05,ENQD,28,PRBI,11,84,5,,,,,,,,,,,,,9,,
18,GS,1,15:05,HECR,32,,,,,,,,,,,,,,,,,,,
18,GS,1,15:05,ENQD,28,APML,10,,10,,,,,,,,,,,,,,,
18,GS,1,15:14,ENQD,26,APML,11,,8,,,,,,,,,,,,,,,
18,GS,1,15:15,ENQD,10,APML,8,,,,,,,,,,,,,,,,,
18,GS,1,15:16,ENQD,26,,,,,,,,,,,,,,,,,,,
18,GS,1,15:17,ENQD,30,APML,12,,10,,,,,,,,,,,,,,,
18,GS,1,15:18,HECR,30,,,,,,,,,,,,,,,,,,,
18,GS,1,15:18,HECR,25,,,,,,,,,,,,,,,,,,,
18,GS,1,15:18,HECR,30,APPE,7,,6,,,,,,,,,,,,,,,
18,GS,1,15:19,ENQD,26,APML,12,,9,,4,,,,,,,,,,,,,
18,GS,1,15:20,ENQD,22,APML,6,,,,,,,,,,,,,,,,,
18,GS,1,15:21,HECR,28,APCL,12,,8,,5,,,,,,,,,,,,,
18,GS,1,15:24,ENQD,30,APML,10,,8,,6,,4,,,,,,,,,,,
18,GS,1,15:24,ENQD,18,APML,6,,4,,,,,,,,,,,,,,,
18,GS,1,15:25,ENQD,25,PRBI,8,85,2,,,,,,,,,,,,,8.5,,
18,GS,1,15:25,HECR,30,,,,,,,,,,,,,,,,,,,
18,GS,1,15:25,HECR,15,,,,,,,,,,,,,,,,,,,
18,GS,1,15:45,HEMG,34,APPE,11,,8,,3,,,,,,,,,,,,,
18,GS,1,15:46,HECR,28,,,,,,,,,,,,,,,,,,,
18,GS,1,15:46,HECR,22,,,,,,,,,,,,,,,,,,,
18,GS,1,15:47,HECR,30,APPE,10,,8,,8,,,,,,,,,,,,,
18,GS,1,15:47,HECR,26,,,,,,,,,,,,,,,,,,,
18,GS,1,15:50,HECR,28,,,,,,,,,,,,,,,,,,,
18,GS,1,15:50,HECR,28,,,,,,,,,,,,,,,,,,,
18,GS,1,15:50,HEMG,30,APPE,13,,10,,8,,6,,,,,,,,,,,
18,GS,1,15:50,HECR,26,APCL,6,,4,,4,,3,,,,,,,,,,,
18,GS,1,15:50,ENQD,15,APML,8,,7,,,,,,,,,,,,,,,
18,GS,1,15:02,ENQD,18,APML,7,,,,,,,,,,,,,,,,,
18,GS,1,15:02,ENQD,15,APML,8,,6,,,,,,,,,,,,,,,
18,GS,1,15:55,HEMG,58,APOC,6,,6,,,,,,,,,,,,,,,
18,GS,1,15:57,HEMG,24,APPE,7,,4,,,,,,,,,,,,,,,
18,GS,1,15:57,HECR,30,APCL,7,,5,,,,,,,,,,,,,,,
18,GS,1,15:59,HEMG,50,APOC,9,,7,,,,,,,,,,,,,,,
18,GS,1,15:59,HEMG,30,APOC,4,,4,,,,,,,,,,,,,,,
18,GS,1,16:01,ENQD,15,APML,7,,,,,,,,,,,,,,,,,
18,GS,1,16:01,HEMG,52,APPE,10,,9,,,,,,,,,,,,,,,
18,GS,1,16:03,HECR,18,APCL,8,,7,,5,,,,,,,,,,,,,
18,GS,1,16:05,ENQD,18,APML,10,,,,,,,,,,,,,,,,,
19,MLP,1,10:16,HEMG,30,APOC,10,,6,,4,,,,,,,,,,,5.5,,
19,MLP,1,10:17,ENQD,30,APML,12,,6,,,,,,,,,,,,,5.5,,
19,MLP,1,10:18,ENQD,35,PRBI,11,86,6,87,,,,,,,,,,,,5.8,,
19,MLP,1,10:33,ENQD,30,APML,11,,7,,,,,,,,,,,,,5.5,,
19,MLP,1,10:35,ENQD,25,APML,9,,5,,,,,,,,,,,,,,,
19,MLP,1,10:36,HECR,30,APCL,9,88,10,89,,,,,,,,,,,,5,,
19,MLP,0,10:41,,,APCL,8,90,7,91,4,92,,,,,,,,,,5,,
19,MLP,1,10:54,MADO,20,,,,,,,,,,,,,,,,,,,
19,MLP,1,10:58,ENQD,50,APML,12,,7,,,,,,,,,,,,,,,
19,MLP,1,11:04,HECR,25,APCL,9,93,7,94,5,,,,,,,,,,,3.5,,
19,MLP,1,11:11,MADO,15,APCL,5,,4,,2,,,,,,,,,,,,,
19,MLP,0,11:17,HECR,25,APCL,8,95,,,,,,,,,,,,,,2.6,,
19,MLP,0,11:24,HECR,25,APCL,6,96,,,,,,,,,,,,,,2.2,,
19,MLP,1,11:29,HECR,30,APPE,8,,,,,,,,,,,,,,,2.4,,
19,MLP,1,11:29,HECR,25,APCL,8,97,2,,,,,,,,,,,,,2.4,,
19,MLP,1,11:33,HECR,30,,,,,,,,,,,,,,,,,,,
19,MLP,1,11:36,HECR,15,APCL,5,,,,,,,,,,,,,,,4.5,,
19,MLP,1,11:51,HEMG,40,APOC,7,,,,,,,,,,,,,,,,,
19,MLP,1,11:53,ENQD,40,APML,8,,,,,,,,,,,,,,,,,
20,MLP,1,13:50,HEMG,35,APOC,9,,6,,,,,,,,,,,,,,,
20,MLP,0,13:52,ENQD,35,PRBI,10,98,5,99,,,,,,,,,,,,6.3,,
20,MLP,1,14:10,HEAR,25,APCL,4,100,2,,2,,2,,2,,1,,,,,8.8,,
20,MLP,0,14:15,HEAR,27,APCL,9,101,9,102,,,,,,,,,,,,8.6,,
20,MLP,1,14:37,ENQD,20,APML,9,,6,,,,,,,,,,,,,,,
20,MLP,1,14:39,STME,60,APSA,8,,7,,3,,,,,,,,,,,,,
20,MLP,1,14:42,HECR,25,APPE,7,,7,,,,,,,,,,,,,,,
20,MLP,1,14:53,ENQD,17,APML,8,,5,,,,,,,,,,,,,,,
20,MLP,0,15:01,MADO,,APCL,6,103,6,104,5,105,4,106,,,,,,,,4.5,,
20,MLP,1,15:08,HECR,25,,,,,,,,,,,,,,,,,,,
20,MLP,1,15:09,HEAR,20,APCL,4,107,,,,,,,,,,,,,,4,,
20,MLP,1,15:14,HECR,26,APPE,6,,,,,,,,,,,,,,,,,
20,MLP,1,15:15,HECR,15,APCL,6,108,,,,,,,,,,,,,,3.6,,
21,MLP,1,16:18,ENQD,15,APML,13,,8,,,,,,,,,,,,,,,
21,MLP,1,16:20,ENQD,10,APML,12,,9,,,,,,,,,,,,,,,
21,MLP,0,16:22,ENQD,20,PRBI,5,109,13,110,,,,,,,,,,,,6.3,,
21,MLP,1,16:30,ENQD,10,APML,10,,2,,,,,,,,,,,,,,,
21,MLP,1,16:38,HECR,30,APCL,8,111,6,,5,,,,,,,,,,,2.7,,
21,MLP,1,16:48,,,APCL,10,,,,,,,,,,,,,,,,,
21,MLP,1,16:55,HECR,20,APCL,8,,3,,,,,,,,,,,,,3,,
21,MLP,1,16:56,HEMG,20,APOC,7,,5,,,,,,,,,,,,,,,
22,MLP,1,09:46,ENQD,30,APML,13,,9,,,,,,,,,,,,,4.5,,
22,MLP,1,09:54,ENQD,20,PRBI,11,112,5,,,,,,,,,,,,,6.5,,
22,MLP,0,10:08,ENQD,20,PRBI,12,113,6,114,,,,,,,,,,,,4.5,,
22,MLP,0,10:16,ENQD,25,PRBI,14,115,,,,,,,,,,,,,,4,,
22,MLP,1,10:27,ENQD,30,APML,12,,4,,,,,,,,,,,,,,,
22,MLP,1,10:29,HECR,30,,,,,,,,,,,,,,,,,,,
22,MLP,1,10:30,ENQD,30,APML,12,,10,,,,,,,,,,,,,,,
22,MLP,1,10:31,ENQD,5,APML,8,,,,,,,,,,,,,,,,,
22,MLP,1,10:31,HEMG,30,APOC,7,,4,,2,,,,,,,,,,,4.5,,
22,MLP,1,10:32,ENQD,15,,,,,,,,,,,,,,,,,5.5,,
22,MLP,1,10:32,ENQD,35,APML,12,,7,,7,,,,,,,,,,,5.5,,
22,MLP,1,10:32,HECR,20,APPE,7,,,,,,,,,,,,,,,5.5,,
22,MLP,1,10:35,ENQD,33,PRBI,10,116,,,,,,,,,,,,,,5.3,,
22,MLP,1,10:38,ENQD,20,APML,10,,,,,,,,,,,,,,,5.5,,
22,MLP,1,10:38,ENQD,15,APML,7,,,,,,,,,,,,,,,,,
22,MLP,1,10:40,ENQD,50,APML,13,,,,,,,,,,,,,,,,,
22,MLP,1,10:44,ENQD,30,PRBI,5,117,12,118,,,,,,,,,,,,6.2,,
22,MLP,1,10:44,HECR,20,APPE,5,,,,,,,,,,,,,,,,,
22,MLP,1,10:52,ENQD,25,APML,11,,8,,,,,,,,,,,,,7,,
22,MLP,0,11:08,ENQD,20,PRBI,10,119,5,120,,,,,,,,,,,,3.6,,
22,MLP,0,11:24,ENQD,25,PRBI,12,121,,,,,,,,,,,,,,,,
23,MLP,1,12:34,HECR,25,APCL,9,,8,,,,,,,,,,,,,,,
23,MLP,1,12:40,ENQD,25,APML,9,,6,,,,,,,,,,,,,8.6,,
23,MLP,1,12:43,HECR,27,APCL,12,,,,,,,,,,,,,,,8,,
23,MLP,1,12:43,HECR,15,APCL,8,,,,,,,,,,,,,,,8,,
23,MLP,1,12:43,ENQD,27,APML,12,,,,,,,,,,,,,,,8,,
23,MLP,1,12:45,ENQD,20,PRBI,5,,,,,,,,,,,,,,,8.8,,Couldn't catch
23,MLP,1,12:54,ENQD,30,APML,10,,6,,,,,,,,,,,,,,,
23,MLP,1,12:56,ENQD,10,APML,11,,8,,,,,,,,,,,,,7.5,,
23,MLP,1,12:58,ENQD,25,PRBI,13,122,6,123,,,,,,,,,,,,7.3,,
23,MLP,1,13:08,HECR,20,APPE,7,,6,,,,,,,,,,,,,,,
23,MLP,1,13:09,HECR,17,APCL,9,,8,,,,,,,,,,,,,,,
23,MLP,1,13:14,HEAR,15,APCL,7,,3,,,,,,,,,,,,,7.7,,
23,MLP,1,13:16,HECR,30,APCL,10,,7,,,,,,,,,,,,,7.7,,
23,MLP,1,13:16,HECR,33,APPE,6,,5,,,,,,,,,,,,,7.7,,
23,MLP,1,13:20,MADO,20,APCL,7,,,,,,,,,,,,,,,8,,
23,MLP,1,13:22,HECR,30,APCL,10,,8,,6,,,,,,,,,,,,,
23,MLP,1,13:22,HECR,20,,,,,,,,,,,,,,,,,,,
23,MLP,1,13:23,HECR,20,APCL,9,,,,,,,,,,,,,,,,,
23,MLP,1,13:23,HECR,20,APPE,5,,,,,,,,,,,,,,,,,
23,MLP,1,13:24,HECR,20,APPE,7,,,,,,,,,,,,,,,,,
23,MLP,1,13:26,HECR,27,APCL,10,,9,,,,,,,,,,,,,8.2,,
23,MLP,1,13:42,STME,20,APCL,10,,8,,,,,,,,,,,,,8.8,,
23,MLP,1,13:50,ENQD,30,APML,12,,7,,,,,,,,,,,,,,,
23,MLP,1,13:55,ENQD,40,APML,10,,5,,,,,,,,,,,,,10,,
23,MLP,1,12:58,HECR,17,APCL,8,,6,,,,,,,,,,,,,6.6,,
23,MLP,1,12:59,HECR,20,APPE,6,,6,,,,,,,,,,,,,,,
23,MLP,1,14:04,ENQD,20,APML,13,,10,,,,,,,,,,,,,,,
23,MLP,1,14:05,ENQD,27,APML,9,,4,,,,,,,,,,,,,,,
23,MLP,1,14:06,ENQD,25,APML,9,,4,,,,,,,,,,,,,,,
23,GS,1,12:37,ENQD,16,APML,8,,,,,,,,,,,,,,,,,
23,GS,1,12:38,HECR,27,,,,,,,,,,,,,,,,,,,
23,GS,1,12:41,ZZZZ,,APCL,7,,7,,,,,,,,,,,,,,,
23,GS,1,12:42,HECR,18,APCL,8,,7,,,,,,,,,,,,,,,
23,GS,1,12:44,ENQD,20,APML,8,,,,,,,,,,,,,,,,,
23,GS,1,12:45,HECR,18,APPE,6,,6,,,,,,,,,,,,,,,
23,GS,1,12:46,HECR,22,APCL,8,,7,,6,,,,,,,,,,,,,
23,GS,1,12:52,STME,,APCL,10,,9,,6,,,,,,,,,,,,,
23,GS,1,12:53,ENQD,26,APML,9,,5,,,,,,,,,,,,,,,
23,GS,1,12:55,HECR,18,APCL,7,,8,,,,,,,,,,,,,,,
23,GS,1,12:57,HECR,19,,,,,,,,,,,,,,,,,,,
23,GS,1,13:08,HECR,18,APPE,7,,5,,,,,,,,,,,,,,,
23,GS,1,13:12,HECR,20,APPE,6,,,,,,,,,,,,,,,,,
23,GS,1,13:14,HECR,16,,,,,,,,,,,,,,,,,,,
23,GS,1,13:15,HECR,18,APCL,6,,5,,,,,,,,,,,,,,,
23,GS,1,13:16,HECR,18,,,,,,,,,,,,,,,,,,,
23,GS,1,13:18,ENQD,30,APML,10,,9,,,,,,,,,,,,,,,
23,GS,1,13:19,HEMG,26,APOC,8,,7,,6,,,,,,,,,,,,,
23,GS,1,13:22,HECR,35,APCL,10,,9,,,,,,,,,,,,,,,
23,GS,1,13:23,HECR,15,,,,,,,,,,,,,,,,,,,
23,GS,1,13:23,HECR,18,,,,,,,,,,,,,,,,,,,
23,GS,1,13:24,HECR,20,APPE,7,,7,,,,,,,,,,,,,,,
23,GS,1,13:26,STME,,APCL,10,,7,,6,,4,,,,,,,,,,,
23,GS,1,13:28,ENQD,20,APML,13,,9,,,,,,,,,,,,,,,
23,GS,1,13:29,ENQD,25,PRBI,11,,7,,,,,,,,,,,,,8.5,,
23,GS,1,13:41,STME,43,APCL,10,,9,,7,,,,,,,,,,,,,
23,GS,1,13:43,ENQD,28,APML,11,,,,,,,,,,,,,,,,,
23,GS,1,13:44,ENQD,42,APML,13,,9,,,,,,,,,,,,,,,
23,GS,1,13:44,HECR,30,,,,,,,,,,,,,,,,,,,
23,GS,1,13:49,HEMG,19,APOC,7,,6,,4,,,,,,,,,,,,,
23,GS,1,13:51,HEMG,25,,,,,,,,,,,,,,,,,,,
23,GS,1,13:54,ENQD,36,APML,12,,7,,,,,,,,,,,,,,,
23,GS,1,13:55,HECR,20,APCL,10,,8,,,,,,,,,,,,,,,
23,GS,1,13:58,HECR,30,APCL,11,,,,,,,,,,,,,,,,,
23,GS,1,14:02,ENQD,24,APML,7,,,,,,,,,,,,,,,,,
23,GS,1,14:04,HEMG,30,APOC,9,,7,,6,,,,,,,,,,,,,
24,MLP,1,16:12,STME,50,APCL,11,,10,,8,,,,,,,,,,,7.5,,
24,MLP,1,16:17,MADO,20,APCL,9,,7,,,,,,,,,,,,,9.5,,
24,MLP,1,16:18,HECR,20,APCL,10,,10,,,,,,,,,,,,,,,
24,MLP,1,16:20,ZZZZ,,APCL,4,,2,,,,,,,,,,,,,,,
24,MLP,1,16:24,HECR,20,APPE,6,,5,,,,,,,,,,,,,4.6,,
24,MLP,1,16:29,ENQD,30,APML,11,,5,,,,,,,,,,,,,6.8,,
24,MLP,1,16:38,ENQD,35,APML,11,,,,,,,,,,,,,,,11,,
24,MLP,1,16:46,HECR,20,,,,,,,,,,,,,,,,,,,
24,MLP,1,17:00,ENQD,20,APML,11,,8,,5,,,,,,,,,,,,,
24,MLP,1,17:04,MADO,15,APCL,7,,,,,,,,,,,,,,,13,,
24,MLP,1,17:06,ENQD,20,APML,12,,,,,,,,,,,,,,,,,
24,MLP,1,17:08,MADO,20,APCL,8,,8,,7,,,,,,,,,,,8,,
24,MLP,1,17:08,HEAR,15,,,,,,,,,,,,,,,,,8,,
24,MLP,1,17:15,STME,30,APCL,10,,10,,,,,,,,,,,,,,,
25,MLP,1,10:28,HEMG,20,APOC,8,,5,,3,,,,,,,,,,,8.3,,
25,MLP,1,10:30,HECR,33,APCL,7,124,8,125,4,,,,,,,,,,,6.5,,
25,MLP,1,11:24,ENQD,35,APML,13,,10,,,,,,,,,,,,,6.3,,
25,MLP,0,11:31,HECR,20,APCL,8,132,,,,,,,,,,,,,,4.5,,
25,MLP,0,11:34,HEAR,20,APCL,7,133,6,134,6,135,4,136,,,,,,,,4.2,,
25,MLP,1,11:43,HECR,20,APPE,7,,5,,,,,,,,,,,,,4.6,,
25,MLP,1,11:43,HECR,15,APPE,5,,,,,,,,,,,,,,,4.6,,
25,MLP,1,11:44,ENQD,25,PRBI,10,137,6,138,,,,,,,,,,,,6.4,,
25,MLP,1,11:58,HECR,15,APCL,6,140,,,,,,,,,,,,,,6.8,,
25,MLP,1,12:04,HECR,25,APPE,7,,4,,,,,,,,,,,,,6.3,,
25,GS,1,10:28,HEMG,30,APOC,5,,4,,,,,,,,,,,,,,13,
25,GS,1,10:30,HECR,30,,,,,,,,,,,,,,,,,,14,
25,GS,1,10:39,HEMG,28,APOC,4,,3,,,,,,,,,,,,,,18,
25,GS,1,10:40,HECR,26,APCL,8,,,,,,,,,,,,,,,,18,
25,GS,1,10:47,ENQD,32,APML,11,,5,,,,,,,,,,,,,,21,
25,GS,1,10:48,ENQD,22,APML,8,,,,,,,,,,,,,,,,23,
25,GS,1,10:50,HECR,18,,,,,,,,,,,,,,,,,,24,
25,GS,1,10:52,HECR,28,,,,,,,,,,,,,,,,,,18,
25,GS,1,10:52,ENQD,42,APML,10,,6,,,,,,,,,,,,,,18,
25,GS,1,10:53,ENQD,20,APML,9,,4,,,,,,,,,,,,,,18,
25,GS,1,10:54,ENQD,34,APML,12,,8,,,,,,,,,,,,,,17,
25,GS,1,10:56,HECR,28,APPE,8,,7,,,,,,,,,,,,,,17,
