"","Sample","Marker","A1.AFG1","A2.AFG1","A1.AFG9","A2.AFG9","A1.AFG15","A2.AFG15","A1.AFG1.M","A2.AFG1.M","A1.AFG4.M","A2.AFG4.M","A1.AFG6.M","A2.AFG6.M","A1.AFG8.M","A2.AFG8.M","A1.AFG9.M","A2.AFG9.M","A1.AFG45","A2.AFG45","A1.AFG46","A2.AFG46","A1.AFG48","A2.AFG48","A1.AFG49","A2.AFG49","A1.AFG50","A2.AFG50","A1.AFG51","A2.AFG51","error","numgenos","A1consens","A2consens","hom"
"413","PRBI113","ACH_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"414","PRBI113","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"415","PRBI114","AC1359",NA,NA,NA,NA,NA,NA,275,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,275,NA,NA,FALSE,2,275,275,TRUE
"416","PRBI114","AC1578",NA,NA,NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,250,250,TRUE
"417","PRBI114","APR_Cf29",NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187,TRUE
"418","PRBI114","NNG_012",NA,NA,NA,NA,NA,NA,116,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,116,116,TRUE
"419","PRBI114","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,290,FALSE,2,262,290,FALSE
"420","PRBI114","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,187,FALSE,2,185,187,FALSE
"421","PRBI114","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,190,202,FALSE
"422","PRBI114","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,362,364,FALSE
"423","PRBI114","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,275,NA,NA,NA,NA,NA,NA,NA,1,273,275,FALSE
"424","PRBI114","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,113,NA,NA,NA,NA,NA,NA,NA,1,109,113,FALSE
"425","PRBI114","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,317,NA,NA,269,317,NA,NA,NA,NA,NA,NA,FALSE,2,269,317,FALSE
"426","PRBI114","APR_Cf8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"427","PRBI114","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,264,NA,NA,NA,NA,NA,1,264,264,TRUE
"428","PRBI114","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,289,NA,NA,NA,NA,NA,1,277,289,FALSE
"429","PRBI114","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,255,NA,NA,NA,NA,NA,1,253,255,FALSE
"430","PRBI114","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,NA,1,284,284,TRUE
"431","PRBI114","ACH_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"432","PRBI114","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,278,274,278,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,274,278,FALSE
"433","PRBI115","AC1359",NA,NA,NA,NA,NA,NA,273,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,NA,NA,FALSE,2,273,273,TRUE
"434","PRBI115","AC1578",NA,NA,NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,250,250,TRUE
"435","PRBI115","APR_Cf29",NA,NA,NA,NA,NA,NA,185,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,187,FALSE
"436","PRBI115","NNG_012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,116,118,FALSE
"437","PRBI115","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,278,290,FALSE
"438","PRBI115","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,FALSE,2,187,189,FALSE
"439","PRBI115","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,167,190,FALSE
"440","PRBI115","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,335,FALSE,2,296,335,FALSE
"441","PRBI115","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,NA,NA,NA,NA,NA,NA,NA,1,273,273,TRUE
"442","PRBI115","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,113,NA,NA,NA,NA,NA,NA,NA,1,113,113,TRUE
"443","PRBI115","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,269,NA,NA,269,269,NA,NA,NA,NA,NA,NA,FALSE,2,269,269,TRUE
"444","PRBI115","APR_Cf8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"445","PRBI115","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,266,NA,NA,NA,NA,NA,1,266,266,TRUE
"446","PRBI115","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,289,NA,NA,NA,NA,NA,1,277,289,FALSE
"447","PRBI115","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,NA,1,255,255,TRUE
"448","PRBI115","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,NA,1,284,284,TRUE
"449","PRBI115","ACH_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"450","PRBI115","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,282,278,282,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,278,282,FALSE
"451","PRBI116","AC1359",NA,NA,275,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,275,275,TRUE
"452","PRBI116","AC1578",NA,NA,NA,NA,NA,NA,NA,NA,248,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,248,250,FALSE
"453","PRBI116","APR_Cf29",NA,NA,NA,NA,193,193,193,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,193,NA,NA,FALSE,3,193,193,TRUE
"454","PRBI116","NNG_012",NA,NA,NA,NA,NA,NA,116,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,118,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,116,118,FALSE
"455","PRBI116","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,274,278,FALSE
"456","PRBI116","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,189,193,FALSE
"457","PRBI116","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,182,FALSE,2,182,182,TRUE
"458","PRBI116","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,294,345,FALSE
"459","PRBI116","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,277,277,TRUE
"460","PRBI116","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,113,121,FALSE
"461","PRBI116","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,221,273,FALSE
"462","PRBI116","APR_Cf8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"463","PRBI116","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,266,FALSE
"464","PRBI116","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,281,FALSE,2,277,281,FALSE
"465","PRBI116","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,255,255,TRUE
"466","PRBI116","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,286,286,TRUE
"467","PRBI116","ACH_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"468","PRBI116","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,278,282,FALSE
"469","PRBI117","AC1359",NA,NA,273,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,273,TRUE
"470","PRBI117","AC1578",NA,NA,NA,NA,NA,NA,NA,NA,248,250,NA,NA,NA,NA,NA,NA,NA,NA,248,250,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,248,250,FALSE
"471","PRBI117","APR_Cf29",NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,FALSE,2,187,187,TRUE
"472","PRBI117","NNG_012",NA,NA,NA,NA,116,116,116,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,116,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3,116,116,TRUE
"473","PRBI117","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,262,266,FALSE
"474","PRBI117","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,187,FALSE
"475","PRBI117","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,182,182,TRUE
"476","PRBI117","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,294,294,TRUE
"477","PRBI117","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,273,TRUE
"478","PRBI117","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,109,FALSE
"479","PRBI117","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,281,NA,1,221,281,FALSE
"480","PRBI117","APR_Cf8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"481","PRBI117","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,266,FALSE
"482","PRBI117","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,277,289,FALSE
"483","PRBI117","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,255,255,TRUE
"484","PRBI117","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,286,286,TRUE
"485","PRBI117","ACH_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"486","PRBI117","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,274,278,FALSE
"487","PRBI118","AC1359",NA,NA,273,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,NA,NA,FALSE,2,273,273,TRUE
"488","PRBI118","AC1578",NA,NA,NA,NA,NA,NA,NA,NA,248,248,NA,NA,NA,NA,NA,NA,NA,NA,248,248,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,248,248,TRUE
"489","PRBI118","APR_Cf29",NA,NA,NA,NA,187,191,187,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,191,NA,NA,FALSE,3,187,191,FALSE
"490","PRBI118","NNG_012",NA,NA,116,118,116,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,118,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3,116,118,FALSE
"491","PRBI118","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,290,FALSE,2,278,290,FALSE
"492","PRBI118","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,189,FALSE
"493","PRBI118","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,182,182,TRUE
"494","PRBI118","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,294,294,TRUE
"495","PRBI118","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,FALSE,2,273,273,TRUE
"496","PRBI118","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,101,TRUE
"497","PRBI118","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,221,FALSE,2,221,221,TRUE
"498","PRBI118","APR_Cf8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"499","PRBI118","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,266,FALSE
"500","PRBI118","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,277,289,FALSE
"501","PRBI118","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,253,255,FALSE
"502","PRBI118","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,286,286,TRUE
"503","PRBI118","ACH_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"504","PRBI118","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,276,278,FALSE
"505","PRBI119","AC1359",NA,NA,275,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,275,NA,NA,FALSE,2,275,275,TRUE
"506","PRBI119","AC1578",NA,NA,NA,NA,NA,NA,NA,NA,248,248,NA,NA,NA,NA,NA,NA,NA,NA,248,248,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,248,248,TRUE
"507","PRBI119","APR_Cf29",NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,FALSE,2,187,189,FALSE
"508","PRBI119","NNG_012",NA,NA,NA,NA,NA,NA,116,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,118,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,116,118,FALSE
"509","PRBI119","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,272,272,TRUE
"510","PRBI119","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,185,TRUE
"511","PRBI119","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,194,194,TRUE
"512","PRBI119","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,335,347,FALSE
"513","PRBI119","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,FALSE,2,273,273,TRUE
"514","PRBI119","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,FALSE,2,97,101,FALSE
"515","PRBI119","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,269,269,TRUE
"516","PRBI119","APR_Cf8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"517","PRBI119","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266,266,TRUE
"518","PRBI119","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,277,289,FALSE
"519","PRBI119","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,255,255,TRUE
"520","PRBI119","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,284,284,TRUE
"521","PRBI119","ACH_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"522","PRBI119","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,278,282,FALSE
"523","PRBI12","AC1359",NA,NA,273,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,275,FALSE
"524","PRBI12","AC1578",NA,NA,NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,250,250,TRUE
"525","PRBI12","APR_Cf29",NA,NA,189,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,189,193,FALSE
"526","PRBI12","NNG_012",NA,NA,118,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,118,118,TRUE
"527","PRBI12","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,278,NA,NA,NA,NA,266,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,266,278,FALSE
"528","PRBI12","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,187,187,TRUE
"529","PRBI12","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,182,NA,NA,NA,NA,NA,NA,NA,NA,182,182,FALSE,2,182,182,TRUE
"530","PRBI12","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,294,NA,NA,NA,NA,294,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,294,294,TRUE
"531","PRBI12","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,277,NA,NA,NA,NA,NA,NA,NA,1,275,277,FALSE
"532","PRBI12","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,113,NA,NA,NA,NA,NA,NA,NA,1,101,113,FALSE
"533","PRBI12","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,308,NA,NA,NA,NA,NA,NA,NA,1,221,308,FALSE
"534","PRBI12","APR_Cf8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
